stair.thisTrialN,stair.stepSize,stair.intensity,thisRow.t,notes,trial.started,fixation.started,grating.started,key_resp.started,fixation.stopped,grating.stopped,trial.stopped,corrAns,tilt,key_resp.corr,stair.response,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,expStart,
27,0.5,1.0,30.676753600000666,,30.66110750000007,30.676753600000666,31.176507800000763,31.176507800000763,31.176507800000763,31.476721499999258,31.710682000000816,right,1.0,1,1,0.532180199999857,603899,001,2024-09-10_15h50.41.620,staircase,2024.1.5,None,2024-09-10 15h50.46.868226 +0530,
28,0.5,1.0,31.72718789999999,,31.710746999999174,31.72718789999999,32.21036300000014,32.21036300000014,32.22645469999952,32.5101508000007,32.744856600000276,left,-1.0,1,1,0.5232353999999759,603899,001,2024-09-10_15h50.41.620,staircase,2024.1.5,None,2024-09-10 15h50.46.868226 +0530,
29,0.5,1.0,32.75974850000057,,32.74492819999978,32.75974850000057,33.260003600000346,33.260003600000346,33.260003600000346,33.56003369999962,33.76084110000011,left,-1.0,0,0,0.4928177000001597,603899,001,2024-09-10_15h50.41.620,staircase,2024.1.5,None,2024-09-10 15h50.46.868226 +0530,
30,0.5,1.5,33.77640389999942,,33.76090999999906,33.77640389999942,34.26023610000084,34.26023610000084,34.277003299999706,34.55970139999954,35.010404200000266,right,1.5,1,1,0.7339465000004566,603899,001,2024-09-10_15h50.41.620,staircase,2024.1.5,None,2024-09-10 15h50.46.868226 +0530,
31,0.5,1.5,35.0264559999996,,35.010467699999936,35.0264559999996,35.5101336000007,35.5101336000007,35.526535999999396,35.809939299999314,35.978205600000365,right,1.5,1,1,0.45215839999946184,603899,001,2024-09-10_15h50.41.620,staircase,2024.1.5,None,2024-09-10 15h50.46.868226 +0530,
32,0.5,1.5,35.99351999999999,,35.97827089999919,35.99351999999999,36.493246300000465,36.493246300000465,36.493246300000465,36.793674500000634,36.89400740000019,left,-1.5,1,1,0.38691020000078424,603899,001,2024-09-10_15h50.41.620,staircase,2024.1.5,None,2024-09-10 15h50.46.868226 +0530,
33,0.5,1.0,36.90977229999953,,36.89407360000041,36.90977229999953,37.39368619999914,37.39368619999914,37.40990620000048,37.69306350000079,38.06044610000026,left,-1.0,1,1,0.6508991999999125,603899,001,2024-09-10_15h50.41.620,staircase,2024.1.5,None,2024-09-10 15h50.46.868226 +0530,
34,0.5,1.0,38.076838599999974,,38.0605087999993,38.076838599999974,38.56017939999947,38.56017939999947,38.57644950000031,38.8604591000003,39.5943258999996,left,-1.0,1,1,1.0235367999994196,603899,001,2024-09-10_15h50.41.620,staircase,2024.1.5,None,2024-09-10 15h50.46.868226 +0530,
35,0.5,1.0,39.610325399999056,,39.59439019999991,39.610325399999056,40.09320110000044,40.09320110000044,40.11011780000081,40.393001899999945,40.89392249999946,right,1.0,1,1,0.796793900000921,603899,001,2024-09-10_15h50.41.620,staircase,2024.1.5,None,2024-09-10 15h50.46.868226 +0530,
36,0.5,1.0,40.910188500000004,,40.89400770000066,40.910188500000004,41.39382950000072,41.39382950000072,41.410215300000345,41.693132700000206,42.01052139999956,right,1.0,1,1,0.6098579999998037,603899,001,2024-09-10_15h50.41.620,staircase,2024.1.5,None,2024-09-10 15h50.46.868226 +0530,
37,0.5,1.0,42.026464900000065,,42.01058770000054,42.026464900000065,42.5101252000004,42.5101252000004,42.52659449999919,42.809821400000146,43.044052699999156,right,1.0,1,1,0.5287551000001258,603899,001,2024-09-10_15h50.41.620,staircase,2024.1.5,None,2024-09-10 15h50.46.868226 +0530,
38,0.5,1.0,43.06014900000082,,43.044119899999714,43.06014900000082,43.54367760000059,43.54367760000059,43.55999100000008,43.843188999999256,44.26102270000047,left,-1.0,1,1,0.7026363999993919,603899,001,2024-09-10_15h50.41.620,staircase,2024.1.5,None,2024-09-10 15h50.46.868226 +0530,
39,0.5,1.0,44.27801630000067,,44.261106500000096,44.27801630000067,44.7768458999999,44.7768458999999,44.793323600000804,45.07664920000025,45.47732779999933,right,1.0,1,1,0.6903232000004209,603899,001,2024-09-10_15h50.41.620,staircase,2024.1.5,None,2024-09-10 15h50.46.868226 +0530,
40,0.5,1.0,45.49307889999909,,45.477390599999126,45.49307889999909,45.99320830000033,45.99320830000033,45.99320830000033,46.29297570000017,46.87744670000029,left,-1.0,1,1,0.8797794999991311,603899,001,2024-09-10_15h50.41.620,staircase,2024.1.5,None,2024-09-10 15h50.46.868226 +0530,
41,0.5,1.0,46.89317429999937,,46.877522200000385,46.89317429999937,47.39326489999985,47.39326489999985,47.39326489999985,47.69334759999947,47.97809380000035,right,1.0,1,1,0.5723149000004923,603899,001,2024-09-10_15h50.41.620,staircase,2024.1.5,None,2024-09-10 15h50.46.868226 +0530,
42,0.5,1.0,47.99332130000039,,47.97815939999964,47.99332130000039,48.49318560000029,48.49318560000029,48.49318560000029,48.79300440000043,49.043920699999944,left,-1.0,1,1,0.5410521000012523,603899,001,2024-09-10_15h50.41.620,staircase,2024.1.5,None,2024-09-10 15h50.46.868226 +0530,
43,0.5,1.0,49.05999949999932,,49.043983199999275,49.05999949999932,49.543013299999075,49.543013299999075,49.55971789999967,49.84331620000012,50.361181000000215,left,-1.0,1,1,0.8145702999991045,603899,001,2024-09-10_15h50.41.620,staircase,2024.1.5,None,2024-09-10 15h50.46.868226 +0530,
44,0.5,1.0,50.37702960000024,,50.361247799999546,50.37702960000024,50.8767196000008,50.8767196000008,50.8767196000008,51.17665390000002,51.74432209999941,left,-1.0,1,1,0.8523295000013604,603899,001,2024-09-10_15h50.41.620,staircase,2024.1.5,None,2024-09-10 15h50.46.868226 +0530,
45,0.5,1.0,51.76021369999944,,51.74439220000022,51.76021369999944,52.26028849999966,52.26028849999966,52.26028849999966,52.55962729999919,52.760194700000284,right,1.0,1,1,0.495293899999524,603899,001,2024-09-10_15h50.41.620,staircase,2024.1.5,None,2024-09-10 15h50.46.868226 +0530,
46,0.5,1.0,52.77654520000033,,52.76025800000025,52.77654520000033,53.26064419999966,53.26064419999966,53.27671849999933,53.55960699999923,53.82808959999966,right,1.0,1,1,0.5571077000004152,603899,001,2024-09-10_15h50.41.620,staircase,2024.1.5,None,2024-09-10 15h50.46.868226 +0530,
47,0.5,1.0,53.84376460000021,,53.82815699999992,53.84376460000021,54.343334799999866,54.343334799999866,54.343334799999866,54.64367189999939,55.077122799999415,right,1.0,1,1,0.7284002999986114,603899,001,2024-09-10_15h50.41.620,staircase,2024.1.5,None,2024-09-10 15h50.46.868226 +0530,
48,0.5,1.0,55.093551100000695,,55.07718650000061,55.093551100000695,55.57661030000054,55.57661030000054,55.59317310000006,55.876232900000105,56.07726919999914,right,1.0,1,1,0.49017079999975977,603899,001,2024-09-10_15h50.41.620,staircase,2024.1.5,None,2024-09-10 15h50.46.868226 +0530,
49,0.5,1.0,56.09289920000083,,56.07733129999906,56.09289920000083,56.57630690000042,56.57630690000042,56.5929959999994,56.876725300000544,57.26089689999935,right,1.0,1,1,0.6750367000004189,603899,001,2024-09-10_15h50.41.620,staircase,2024.1.5,None,2024-09-10 15h50.46.868226 +0530,
50,0.5,1.0,57.27625889999945,,57.26096619999953,57.27625889999945,57.77670699999908,57.77670699999908,57.77670699999908,58.076657600000544,58.610655399999814,right,1.0,1,1,0.8251934999989317,603899,001,2024-09-10_15h50.41.620,staircase,2024.1.5,None,2024-09-10 15h50.46.868226 +0530,
51,0.5,1.0,58.626710900000035,,58.61072799999965,58.626710900000035,59.110715299999356,59.110715299999356,59.12649539999984,59.409558900000775,59.810786899999584,left,-1.0,1,1,0.6950111999994988,603899,001,2024-09-10_15h50.41.620,staircase,2024.1.5,None,2024-09-10 15h50.46.868226 +0530,
52,0.5,1.0,59.82662100000016,,59.81085010000061,59.82662100000016,60.31004589999975,60.31004589999975,60.326778299999205,60.60951700000078,61.46073190000061,left,-1.0,0,0,1.13954030000059,603899,001,2024-09-10_15h50.41.620,staircase,2024.1.5,None,2024-09-10 15h50.46.868226 +0530,
53,0.5,1.5,61.476617300000726,,61.46079699999973,61.476617300000726,61.960125999999946,61.960125999999946,61.97634339999968,62.26054909999948,62.8443213999999,left,-1.5,0,0,0.8723609000007855,603899,001,2024-09-10_15h50.41.620,staircase,2024.1.5,None,2024-09-10 15h50.46.868226 +0530,
54,0.5,2.0,62.85959809999986,,62.84438880000016,62.85959809999986,63.34330520000003,63.34330520000003,63.35972600000059,63.643350700000155,63.82753260000027,right,2.0,1,1,0.4714849000010872,603899,001,2024-09-10_15h50.41.620,staircase,2024.1.5,None,2024-09-10 15h50.46.868226 +0530,
55,0.5,2.0,63.843380199999956,,63.827594399999725,63.843380199999956,64.32654390000062,64.32654390000062,64.34326130000045,64.62627910000083,64.96097259999988,left,-2.0,1,1,0.6189184000013483,603899,001,2024-09-10_15h50.41.620,staircase,2024.1.5,None,2024-09-10 15h50.46.868226 +0530,
56,0.5,2.0,64.9768709,,64.96103369999946,64.9768709,65.47680319999927,65.47680319999927,65.47680319999927,65.77654009999969,66.16093560000081,left,-2.0,1,1,0.6742414000000281,603899,001,2024-09-10_15h50.41.620,staircase,2024.1.5,None,2024-09-10 15h50.46.868226 +0530,
57,0.5,1.5,66.17661149999913,,66.16100129999904,66.17661149999913,66.66023599999971,66.66023599999971,66.67668779999985,66.95960070000001,67.12767340000028,left,-1.5,1,1,0.4522668999998132,603899,001,2024-09-10_15h50.41.620,staircase,2024.1.5,None,2024-09-10 15h50.46.868226 +0530,
58,0.5,1.5,67.14332800000011,,67.12773740000011,67.14332800000011,67.64324019999913,67.64324019999913,67.64324019999913,67.94332620000023,68.21053329999995,right,1.5,1,1,0.5625457000005554,603899,001,2024-09-10_15h50.41.620,staircase,2024.1.5,None,2024-09-10 15h50.46.868226 +0530,
59,0.5,1.5,68.22667759999968,,68.21059720000085,68.22667759999968,68.70965670000078,68.70965670000078,68.72659270000077,69.009951,69.74358790000042,left,-1.5,0,0,1.0291397999990295,603899,001,2024-09-10_15h50.41.620,staircase,2024.1.5,None,2024-09-10 15h50.46.868226 +0530,
60,0.5,2.0,69.75979720000032,,69.74365639999996,69.75979720000032,70.2437286000004,70.2437286000004,70.26003590000073,70.54295889999958,70.76039309999942,right,2.0,1,1,0.5101149000001897,603899,001,2024-09-10_15h50.41.620,staircase,2024.1.5,None,2024-09-10 15h50.46.868226 +0530,
61,0.5,2.0,70.7768431000004,,70.76045539999905,70.7768431000004,71.26022620000003,71.26022620000003,71.2767430999993,71.55984189999981,71.97697639999933,left,-2.0,1,1,0.7087876999994478,603899,001,2024-09-10_15h50.41.620,staircase,2024.1.5,None,2024-09-10 15h50.46.868226 +0530,
62,0.5,2.0,71.99321980000059,,71.97703999999976,71.99321980000059,72.47675019999951,72.47675019999951,72.49327400000038,72.77653119999923,73.06117900000027,right,2.0,1,1,0.5812007999993511,603899,001,2024-09-10_15h50.41.620,staircase,2024.1.5,None,2024-09-10 15h50.46.868226 +0530,
63,0.5,1.5,73.07665369999995,,73.06129499999952,73.07665369999995,73.57668489999924,73.57668489999924,73.57668489999924,73.8764615,75.14427419999993,right,1.5,1,1,1.5644179999999324,603899,001,2024-09-10_15h50.41.620,staircase,2024.1.5,None,2024-09-10 15h50.46.868226 +0530,
64,0.5,1.5,75.15953860000081,,75.1443376999996,75.15953860000081,75.65967319999982,75.65967319999982,75.65967319999982,75.95983100000012,76.27748559999964,right,1.5,1,1,0.6019106000003376,603899,001,2024-09-10_15h50.41.620,staircase,2024.1.5,None,2024-09-10 15h50.46.868226 +0530,
65,0.5,1.5,76.29321870000058,,76.27754950000053,76.29321870000058,76.77646540000023,76.77646540000023,76.79324900000029,77.07623539999986,77.44438020000052,left,-1.5,1,1,0.6605560000007245,603899,001,2024-09-10_15h50.41.620,staircase,2024.1.5,None,2024-09-10 15h50.46.868226 +0530,
66,0.5,1.0,77.45998540000073,,77.4444440999996,77.45998540000073,77.9600690999996,77.9600690999996,77.9600690999996,78.26055520000045,78.61042129999987,left,-1.0,1,1,0.6341169999996055,603899,001,2024-09-10_15h50.41.620,staircase,2024.1.5,None,2024-09-10 15h50.46.868226 +0530,
67,0.5,1.0,78.62629600000037,,78.61048300000039,78.62629600000037,79.10989549999977,79.10989549999977,79.12636720000046,79.40945719999945,79.49428559999978,right,1.0,1,1,0.37675099999978556,603899,001,2024-09-10_15h50.41.620,staircase,2024.1.5,None,2024-09-10 15h50.46.868226 +0530,
68,0.5,1.0,79.51035170000068,,79.49434809999912,79.51035170000068,79.99313860000075,79.99313860000075,80.00961900000038,80.29308850000052,80.5103068999997,left,-1.0,0,0,0.5115272999992158,603899,001,2024-09-10_15h50.41.620,staircase,2024.1.5,None,2024-09-10 15h50.46.868226 +0530,
69,0.5,1.5,80.52642369999921,,80.51037449999967,80.52642369999921,81.00949989999935,81.00949989999935,81.02623219999987,81.30992960000003,81.46108219999951,right,1.5,1,1,0.4344201999992947,603899,001,2024-09-10_15h50.41.620,staircase,2024.1.5,None,2024-09-10 15h50.46.868226 +0530,
70,0.5,1.5,81.4762924000006,,81.46114619999935,81.4762924000006,81.97649590000037,81.97649590000037,81.97649590000037,82.27652139999918,82.39381649999996,right,1.5,1,1,0.412476900000911,603899,001,2024-09-10_15h50.41.620,staircase,2024.1.5,None,2024-09-10 15h50.46.868226 +0530,
71,0.5,1.5,82.4097927999992,,82.39388119999967,82.4097927999992,82.90992220000044,82.90992220000044,82.90992220000044,83.20968720000019,83.4104341000002,right,1.5,1,1,0.4930316000009043,603899,001,2024-09-10_15h50.41.620,staircase,2024.1.5,None,2024-09-10 15h50.46.868226 +0530,
72,0.5,1.0,83.42615809999916,,83.41050080000059,83.42615809999916,83.9104043999996,83.9104043999996,83.92698659999951,84.21017249999932,84.36077049999949,right,1.0,1,1,0.44651840000005905,603899,001,2024-09-10_15h50.41.620,staircase,2024.1.5,None,2024-09-10 15h50.46.868226 +0530,
73,0.5,1.0,84.37679430000026,,84.36083420000068,84.37679430000026,84.85997320000024,84.85997320000024,84.87669859999914,85.16009119999944,85.39406299999973,left,-1.0,1,1,0.5324476999994658,603899,001,2024-09-10_15h50.41.620,staircase,2024.1.5,None,2024-09-10 15h50.46.868226 +0530,
74,0.5,1.0,85.40948509999907,,85.39412620000076,85.40948509999907,85.90976039999987,85.90976039999987,85.90976039999987,86.20984490000046,86.3772358999995,right,1.0,1,1,0.4593444999991334,603899,001,2024-09-10_15h50.41.620,staircase,2024.1.5,None,2024-09-10 15h50.46.868226 +0530,
75,0.5,1.0,86.39284840000073,,86.37730039999951,86.39284840000073,86.87623150000036,86.87623150000036,86.89353180000035,87.17677809999986,87.49368399999912,left,-1.0,1,1,0.6113564999996015,603899,001,2024-09-10_15h50.41.620,staircase,2024.1.5,None,2024-09-10 15h50.46.868226 +0530,
76,0.5,1.0,87.50951639999948,,87.49374829999942,87.50951639999948,87.99286570000004,87.99286570000004,88.00964980000026,88.2932810000002,88.69372420000036,left,-1.0,1,1,0.6864261999999144,603899,001,2024-09-10_15h50.41.620,staircase,2024.1.5,None,2024-09-10 15h50.46.868226 +0530,
77,0.5,1.0,88.70960009999908,,88.69378549999965,88.70960009999908,89.19321400000081,89.19321400000081,89.20974019999994,89.49272869999913,89.67671759999939,right,1.0,1,1,0.47795119999864255,603899,001,2024-09-10_15h50.41.620,staircase,2024.1.5,None,2024-09-10 15h50.46.868226 +0530,
78,0.5,1.0,89.69363169999997,,89.67678049999995,89.69363169999997,90.17656890000035,90.17656890000035,90.19352599999911,90.47655719999966,90.94443510000019,left,-1.0,1,1,0.7643122000008589,603899,001,2024-09-10_15h50.41.620,staircase,2024.1.5,None,2024-09-10 15h50.46.868226 +0530,
79,0.5,1.0,90.95986749999975,,90.94449770000028,90.95986749999975,91.4599507999992,91.4599507999992,91.4599507999992,91.7594525000004,91.86003979999987,right,1.0,1,1,0.38605480000114767,603899,001,2024-09-10_15h50.41.620,staircase,2024.1.5,None,2024-09-10 15h50.46.868226 +0530,
80,0.5,1.0,91.87629360000028,,91.86010279999937,91.87629360000028,92.35955599999943,92.35955599999943,92.37628939999922,92.66015750000042,92.91096990000005,left,-1.0,1,1,0.5445319000009476,603899,001,2024-09-10_15h50.41.620,staircase,2024.1.5,None,2024-09-10 15h50.46.868226 +0530,
81,0.5,1.0,92.92627390000052,,92.91103579999981,92.92627390000052,93.42621719999988,93.42621719999988,93.42621719999988,93.72644000000037,94.36092830000052,right,1.0,0,0,0.9220645999994304,603899,001,2024-09-10_15h50.41.620,staircase,2024.1.5,None,2024-09-10 15h50.46.868226 +0530,
82,0.5,1.5,94.37637080000059,,94.36099379999905,94.37637080000059,94.87608929999988,94.87608929999988,94.87608929999988,95.17609400000038,95.34377719999975,right,1.5,1,1,0.46541769999930693,603899,001,2024-09-10_15h50.41.620,staircase,2024.1.5,None,2024-09-10 15h50.46.868226 +0530,
83,0.5,1.5,95.35990610000044,,95.34384060000048,95.35990610000044,95.84329160000016,95.84329160000016,95.85974100000021,96.14306679999936,96.49353940000037,right,1.5,1,1,0.6474070999993273,603899,001,2024-09-10_15h50.41.620,staircase,2024.1.5,None,2024-09-10 15h50.46.868226 +0530,
84,0.5,1.5,96.50974970000061,,96.49360379999962,96.50974970000061,96.99315779999961,96.99315779999961,97.01004210000065,97.29323459999978,97.54471439999907,left,-1.5,1,1,0.5499429999999847,603899,001,2024-09-10_15h50.41.620,staircase,2024.1.5,None,2024-09-10 15h50.46.868226 +0530,
85,0.5,1.0,97.55964200000017,,97.54478890000064,97.55964200000017,98.05951509999977,98.05951509999977,98.05951509999977,98.35989379999955,98.76060200000029,left,-1.0,1,1,0.6891728999999032,603899,001,2024-09-10_15h50.41.620,staircase,2024.1.5,None,2024-09-10 15h50.46.868226 +0530,
86,0.5,1.0,98.7760672000004,,98.76066469999932,98.7760672000004,99.27654849999999,99.27654849999999,99.27654849999999,99.57700529999966,100.09395819999918,left,-1.0,1,1,0.8067225000013423,603899,001,2024-09-10_15h50.41.620,staircase,2024.1.5,None,2024-09-10 15h50.46.868226 +0530,
87,0.5,1.0,100.1097647000006,,100.09402039999986,100.1097647000006,100.60985000000073,100.60985000000073,100.60985000000073,100.90990079999938,103.47745100000066,right,1.0,1,1,2.8508891999990738,603899,001,2024-09-10_15h50.41.620,staircase,2024.1.5,None,2024-09-10 15h50.46.868226 +0530,
88,0.5,1.0,103.49337159999959,,103.47751860000062,103.49337159999959,103.97654350000084,103.97654350000084,103.99332700000014,104.27594280000085,106.01015799999914,left,-1.0,1,1,2.018647899998541,603899,001,2024-09-10_15h50.41.620,staircase,2024.1.5,None,2024-09-10 15h50.46.868226 +0530,
89,0.5,1.0,106.0259960000003,,106.0102263000008,106.0259960000003,106.50978849999956,106.50978849999956,106.52614519999952,106.80976249999912,107.36044980000042,right,1.0,0,0,0.8432835000003251,603899,001,2024-09-10_15h50.41.620,staircase,2024.1.5,None,2024-09-10 15h50.46.868226 +0530,
90,0.5,1.5,107.37642090000008,,107.36051520000001,107.37642090000008,107.86002559999906,107.86002559999906,107.87639979999949,108.1593539000005,108.52713149999909,right,1.5,1,1,0.6658313999996608,603899,001,2024-09-10_15h50.41.620,staircase,2024.1.5,None,2024-09-10 15h50.46.868226 +0530,
91,0.5,1.5,108.54319670000041,,108.5271945000004,108.54319670000041,109.04307379999955,109.04307379999955,109.04307379999955,109.3434230999992,109.69352319999962,left,-1.5,1,1,0.6401181999990513,603899,001,2024-09-10_15h50.41.620,staircase,2024.1.5,None,2024-09-10 15h50.46.868226 +0530,
