pos,corr_resp,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,trial.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
50,c,2,2,10,2,,,,,25.539324699901044,,25.524439099710435,25.539324699901044,26.539425099734217,26.539425099734217,26.539425099734217,26.539425099734217,26.539425099734217,27.53942159982398,27.53942159982398,28.424191699828953,c,1,0.8756988001987338,None,p1,001,2024-10-17_10h24.50.058,motor seq3,2024.1.5,None,2024-10-17 10h24.57.848072 +0530,
-150,z,2,3,11,3,,,,,28.43942519975826,,28.42496499978006,28.43942519975826,29.43929039966315,29.43929039966315,29.43929039966315,29.43929039966315,29.43929039966315,30.43926789984107,30.43926789984107,30.840027699712664,z,1,0.38885229965671897,None,p1,001,2024-10-17_10h24.50.058,motor seq3,2024.1.5,None,2024-10-17 10h24.57.848072 +0530,
-50,x,3,0,12,0,,,,,30.85597429983318,,30.840793199837208,30.85597429983318,31.855920999776572,31.855920999776572,31.855920999776572,31.855920999776572,31.855920999776572,32.85588329983875,32.85588329983875,33.55695299990475,x,1,0.6917848000302911,None,p1,001,2024-10-17_10h24.50.058,motor seq3,2024.1.5,None,2024-10-17 10h24.57.848072 +0530,
150,v,3,1,13,1,,,,,33.57264889962971,,33.557784599717706,33.57264889962971,34.57252539973706,34.57252539973706,34.57252539973706,34.57252539973706,34.57252539973706,35.57261889986694,35.57261889986694,35.82331979973242,v,1,0.2404938000254333,None,p1,001,2024-10-17_10h24.50.058,motor seq3,2024.1.5,None,2024-10-17 10h24.57.848072 +0530,
50,c,3,2,14,2,,,,,35.839161299634725,,35.824077299796045,35.839161299634725,36.839202399831265,36.839202399831265,36.839202399831265,36.839202399831265,36.839202399831265,37.8391540995799,37.8391540995799,38.10725409956649,c,1,0.2662299000658095,None,p1,001,2024-10-17_10h24.50.058,motor seq3,2024.1.5,None,2024-10-17 10h24.57.848072 +0530,
-150,z,3,3,15,3,,,,,38.122599199879915,,38.10804959991947,38.122599199879915,39.12276339996606,39.12276339996606,39.12276339996606,39.12276339996606,39.12276339996606,40.122821799945086,40.122821799945086,40.44021509960294,z,1,0.3063771999441087,None,p1,001,2024-10-17_10h24.50.058,motor seq3,2024.1.5,None,2024-10-17 10h24.57.848072 +0530,
-50,x,4,0,16,0,,,,,40.45584760000929,,40.44096679985523,40.45584760000929,41.455998399760574,41.455998399760574,41.455998399760574,41.455998399760574,41.455998399760574,42.456012499984354,42.456012499984354,42.75698319962248,x,1,0.29306349996477365,None,p1,001,2024-10-17_10h24.50.058,motor seq3,2024.1.5,None,2024-10-17 10h24.57.848072 +0530,
150,v,4,1,17,1,,,,,42.77263969974592,,42.757741399575025,42.77263969974592,43.77258469955996,43.77258469955996,43.77258469955996,43.77258469955996,43.77258469955996,44.77257049968466,44.77257049968466,45.35689329961315,v,1,0.5692548998631537,None,p1,001,2024-10-17_10h24.50.058,motor seq3,2024.1.5,None,2024-10-17 10h24.57.848072 +0530,
50,c,4,2,18,2,,,,,45.372647899668664,,45.35763549990952,45.372647899668664,46.372582599986345,46.372582599986345,46.372582599986345,46.372582599986345,46.372582599986345,47.372618599794805,47.372618599794805,48.02500159991905,c,1,0.6384334000758827,None,p1,001,2024-10-17_10h24.50.058,motor seq3,2024.1.5,None,2024-10-17 10h24.57.848072 +0530,
-150,z,4,3,19,3,,,,,48.03929859958589,,48.02581089967862,48.03929859958589,49.03930829977617,49.03930829977617,49.03930829977617,49.03930829977617,49.03930829977617,50.039313399698585,50.039313399698585,50.35684089967981,z,1,0.3122660997323692,None,p1,001,2024-10-17_10h24.50.058,motor seq3,2024.1.5,None,2024-10-17 10h24.57.848072 +0530,
-50,x,5,0,20,0,,,,,50.37255729967728,,50.357611399609596,50.37255729967728,51.37261119997129,51.37261119997129,51.37261119997129,51.37261119997129,51.37261119997129,52.37256039958447,52.37256039958447,52.84003249974921,x,1,0.45738099981099367,None,p1,001,2024-10-17_10h24.50.058,motor seq3,2024.1.5,None,2024-10-17 10h24.57.848072 +0530,
150,v,5,1,21,1,,,,,52.85610629990697,,52.84081560000777,52.85610629990697,53.855903499759734,53.855903499759734,53.855903499759734,53.855903499759734,53.855903499759734,54.85593149997294,54.85593149997294,55.39288039971143,v,1,0.5257860999554396,None,p1,001,2024-10-17_10h24.50.058,motor seq3,2024.1.5,None,2024-10-17 10h24.57.848072 +0530,
50,c,5,2,22,2,,,,,55.40587389981374,,55.39367099991068,55.40587389981374,56.405895999632776,56.405895999632776,56.405895999632776,56.405895999632776,56.405895999632776,57.405988399870694,57.405988399870694,57.724784599617124,c,1,0.315665100235492,None,p1,001,2024-10-17_10h24.50.058,motor seq3,2024.1.5,None,2024-10-17 10h24.57.848072 +0530,
-150,z,5,3,23,3,,,,,57.73940769955516,,57.72558519989252,57.73940769955516,58.73927709972486,58.73927709972486,58.73927709972486,58.73927709972486,58.73927709972486,59.739398799836636,59.739398799836636,60.05735439993441,z,1,0.31524130003526807,None,p1,001,2024-10-17_10h24.50.058,motor seq3,2024.1.5,None,2024-10-17 10h24.57.848072 +0530,
-50,x,6,0,24,0,,,,,60.07259149989113,,60.058183499611914,60.07259149989113,61.07258809963241,61.07258809963241,61.07258809963241,61.07258809963241,61.07258809963241,62.07265119999647,62.07265119999647,62.92383869970217,x,1,0.8362038000486791,None,p1,001,2024-10-17_10h24.50.058,motor seq3,2024.1.5,None,2024-10-17 10h24.57.848072 +0530,
150,v,6,1,25,1,,,,,62.939425699878484,,62.924591299612075,62.939425699878484,63.93924089986831,63.93924089986831,63.93924089986831,63.93924089986831,63.93924089986831,64.93921879958361,64.93921879958361,65.70722769992426,v,1,0.7541660000570118,None,p1,001,2024-10-17_10h24.50.058,motor seq3,2024.1.5,None,2024-10-17 10h24.57.848072 +0530,
50,c,6,2,26,2,,,,,65.7225471995771,,65.70826129987836,65.7225471995771,66.7226203000173,66.7226203000173,66.7226203000173,66.7226203000173,66.7226203000173,67.7225937996991,67.7225937996991,68.79015709972009,c,1,1.0573630998842418,None,p1,001,2024-10-17_10h24.50.058,motor seq3,2024.1.5,None,2024-10-17 10h24.57.848072 +0530,
-150,z,6,3,27,3,,,,,68.80583989992738,,68.79090609960258,68.80583989992738,69.80618770001456,69.80618770001456,69.80618770001456,69.80618770001456,69.80618770001456,70.8060102998279,70.8060102998279,71.1405516997911,z,1,0.3266730001196265,None,p1,001,2024-10-17_10h24.50.058,motor seq3,2024.1.5,None,2024-10-17 10h24.57.848072 +0530,
-50,x,7,0,28,0,,,,,71.15638899989426,,71.14134299987927,71.15638899989426,72.15582749992609,72.15582749992609,72.15582749992609,72.15582749992609,72.15582749992609,73.15588649967685,73.15588649967685,73.59105929965153,x,1,0.4191811000928283,None,p1,001,2024-10-17_10h24.50.058,motor seq3,2024.1.5,None,2024-10-17 10h24.57.848072 +0530,
150,v,7,1,29,1,,,,,73.60583589971066,,73.59183939965442,73.60583589971066,74.60596919991076,74.60596919991076,74.60596919991076,74.60596919991076,74.60596919991076,75.60585469985381,75.60585469985381,76.0912824999541,v,1,0.48009820003062487,None,p1,001,2024-10-17_10h24.50.058,motor seq3,2024.1.5,None,2024-10-17 10h24.57.848072 +0530,
50,c,7,2,30,2,,,,,76.10588119970635,,76.0920899999328,76.10588119970635,77.10606519971043,77.10606519971043,77.10606519971043,77.10606519971043,77.10606519971043,78.10596799990162,78.10596799990162,78.65760899987072,c,1,0.541985500138253,None,p1,001,2024-10-17_10h24.50.058,motor seq3,2024.1.5,None,2024-10-17 10h24.57.848072 +0530,
-150,z,7,3,31,3,,,,,78.67261429969221,,78.65837619965896,78.67261429969221,79.67272299993783,79.67272299993783,79.67272299993783,79.67272299993783,79.67272299993783,80.67269139969721,80.67269139969721,81.04026669962332,z,1,0.35248739970847964,None,p1,001,2024-10-17_10h24.50.058,motor seq3,2024.1.5,None,2024-10-17 10h24.57.848072 +0530,
-50,x,8,0,32,0,,,,,81.05599319981411,,81.04101239982992,81.05599319981411,82.05597239965573,82.05597239965573,82.05597239965573,82.05597239965573,82.05597239965573,83.05602099979296,83.05602099979296,83.67458539968356,x,1,0.6149456002749503,None,p1,001,2024-10-17_10h24.50.058,motor seq3,2024.1.5,None,2024-10-17 10h24.57.848072 +0530,
150,v,8,1,33,1,,,,,83.68924729991704,,83.67535189958289,83.68924729991704,84.68921360000968,84.68921360000968,84.68921360000968,84.68921360000968,84.68921360000968,85.68932239990681,85.68932239990681,86.12349329981953,v,1,0.4234743001870811,None,p1,001,2024-10-17_10h24.50.058,motor seq3,2024.1.5,None,2024-10-17 10h24.57.848072 +0530,
50,c,8,2,34,2,,,,,86.13921669963747,,86.12424079980701,86.13921669963747,87.13943579979241,87.13943579979241,87.13943579979241,87.13943579979241,87.13943579979241,88.13910299958661,88.13910299958661,88.40786989964545,c,1,0.2601932003162801,None,p1,001,2024-10-17_10h24.50.058,motor seq3,2024.1.5,None,2024-10-17 10h24.57.848072 +0530,
-150,z,8,3,35,3,,,,,88.42291199974716,,88.40919179981574,88.42291199974716,89.42247089976445,89.42247089976445,89.42247089976445,89.42247089976445,89.42247089976445,90.42275499971583,90.42275499971583,90.74010639963672,z,1,0.3098439001478255,None,p1,001,2024-10-17_10h24.50.058,motor seq3,2024.1.5,None,2024-10-17 10h24.57.848072 +0530,
-50,x,9,0,36,0,,,,,90.75590549968183,,90.74095259979367,90.75590549968183,91.75592569960281,91.75592569960281,91.75592569960281,91.75592569960281,91.75592569960281,92.75593129964545,92.75593129964545,93.45698519982398,x,1,0.698322500102222,None,p1,001,2024-10-17_10h24.50.058,motor seq3,2024.1.5,None,2024-10-17 10h24.57.848072 +0530,
150,v,9,1,37,1,,,,,93.47265029978007,,93.45775149995461,93.47265029978007,94.45596189983189,94.45596189983189,94.45596189983189,94.45596189983189,94.47273429995403,95.47231149999425,95.47231149999425,96.10650239977986,v,1,0.6218620999716222,None,p1,001,2024-10-17_10h24.50.058,motor seq3,2024.1.5,None,2024-10-17 10h24.57.848072 +0530,
50,c,9,2,38,2,,,,,96.12279469985515,,96.10725639993325,96.12279469985515,97.12268579984084,97.12268579984084,97.12268579984084,97.12268579984084,97.12268579984084,98.10592549992725,98.10592549992725,98.67415299965069,c,1,0.5663495003245771,None,p1,001,2024-10-17_10h24.50.058,motor seq3,2024.1.5,None,2024-10-17 10h24.57.848072 +0530,
-150,z,9,3,39,3,,,,,98.68937909975648,,98.67498359968886,98.68937909975648,99.68918959982693,99.68918959982693,99.68918959982693,99.68918959982693,99.68918959982693,100.6893189996481,100.6893189996481,101.05741169955581,z,1,0.3634156002663076,None,p1,001,2024-10-17_10h24.50.058,motor seq3,2024.1.5,None,2024-10-17 10h24.57.848072 +0530,
-50,x,10,0,40,0,,,,,101.0724931997247,,101.05823939992115,101.0724931997247,102.07245799992234,102.07245799992234,102.07245799992234,102.07245799992234,102.07245799992234,103.07253299979493,103.07253299979493,103.38998520001769,x,1,0.3061382002197206,None,p1,001,2024-10-17_10h24.50.058,motor seq3,2024.1.5,None,2024-10-17 10h24.57.848072 +0530,
150,v,10,1,41,1,,,,,103.40586859965697,,103.39074359973893,103.40586859965697,104.40588859980926,104.40588859980926,104.40588859980926,104.40588859980926,104.40588859980926,105.40577459987253,105.40577459987253,105.8753612996079,v,1,0.4626795998774469,None,p1,001,2024-10-17_10h24.50.058,motor seq3,2024.1.5,None,2024-10-17 10h24.57.848072 +0530,
50,c,10,2,42,2,,,,,105.88917799992487,,105.87665099976584,105.88917799992487,106.88917669979855,106.88917669979855,106.88917669979855,106.88917669979855,106.88917669979855,107.88930179970339,107.88930179970339,108.42330109979957,c,1,0.5297061000019312,None,p1,001,2024-10-17_10h24.50.058,motor seq3,2024.1.5,None,2024-10-17 10h24.57.848072 +0530,
-150,z,10,3,43,3,,,,,108.43926089955494,,108.42409609956667,108.43926089955494,109.43911769986153,109.43911769986153,109.43911769986153,109.43911769986153,109.43911769986153,110.43918579956517,110.43918579956517,110.75770299974829,z,1,0.3096265001222491,None,p1,001,2024-10-17_10h24.50.058,motor seq3,2024.1.5,None,2024-10-17 10h24.57.848072 +0530,
-50,x,11,0,44,0,,,,,110.77292409958318,,110.75918199960142,110.77292409958318,111.77268299972638,111.77268299972638,111.77268299972638,111.77268299972638,111.77268299972638,112.77257779985666,112.77257779985666,113.02375399973243,x,1,0.23754419991746545,None,p1,001,2024-10-17_10h24.50.058,motor seq3,2024.1.5,None,2024-10-17 10h24.57.848072 +0530,
150,v,11,1,45,1,,,,,113.03924379963428,,113.02467459999025,113.03924379963428,114.03915929980576,114.03915929980576,114.03915929980576,114.03915929980576,114.03915929980576,115.03905189968646,115.03905189968646,115.50710509996861,v,1,0.4623094000853598,None,p1,001,2024-10-17_10h24.50.058,motor seq3,2024.1.5,None,2024-10-17 10h24.57.848072 +0530,
50,c,11,2,46,2,,,,,115.52273279987276,,115.50787809956819,115.52273279987276,116.52260549971834,116.52260549971834,116.52260549971834,116.52260549971834,116.52260549971834,117.52246969984844,117.52246969984844,117.77339819958434,c,1,0.24026049999520183,None,p1,001,2024-10-17_10h24.50.058,motor seq3,2024.1.5,None,2024-10-17 10h24.57.848072 +0530,
-150,z,11,3,47,3,,,,,117.78907319996506,,117.77421709988266,117.78907319996506,118.78907279996201,118.78907279996201,118.78907279996201,118.78907279996201,118.78907279996201,119.78909089975059,119.78909089975059,119.84037429979071,z,1,0.0341284996829927,None,p1,001,2024-10-17_10h24.50.058,motor seq3,2024.1.5,None,2024-10-17 10h24.57.848072 +0530,
-50,x,12,0,48,0,,,,,119.85598829993978,,119.8411558996886,119.85598829993978,120.85595429968089,120.85595429968089,120.85595429968089,120.85595429968089,120.85595429968089,121.84166509984061,121.84166509984061,122.4094270998612,x,1,0.5565051999874413,None,p1,001,2024-10-17_10h24.50.058,motor seq3,2024.1.5,None,2024-10-17 10h24.57.848072 +0530,
150,v,12,1,49,1,,,,,122.42502480000257,,122.41021179966629,122.42502480000257,123.42510379990563,123.42510379990563,123.42510379990563,123.42510379990563,123.42510379990563,124.42547579994425,124.42547579994425,124.81027469970286,v,1,0.3825411000289023,None,p1,001,2024-10-17_10h24.50.058,motor seq3,2024.1.5,None,2024-10-17 10h24.57.848072 +0530,
50,c,12,2,50,2,,,,,124.82542389957234,,124.81107119983062,124.82542389957234,125.825177999679,125.825177999679,125.825177999679,125.825177999679,125.825177999679,126.82538539962843,126.82538539962843,127.4100611996837,c,1,0.5821409001946449,None,p1,001,2024-10-17_10h24.50.058,motor seq3,2024.1.5,None,2024-10-17 10h24.57.848072 +0530,
-150,z,12,3,51,3,,,,,127.4251159997657,,127.4108446999453,127.4251159997657,128.42507419968024,128.42507419968024,128.42507419968024,128.42507419968024,128.42507419968024,129.42566879978403,129.42566879978403,130.00639819959179,z,1,0.5716547002084553,None,p1,001,2024-10-17_10h24.50.058,motor seq3,2024.1.5,None,2024-10-17 10h24.57.848072 +0530,
-50,x,13,0,52,0,,,,,130.02251559961587,,130.00713959988207,130.02251559961587,131.02268089959398,131.02268089959398,131.02268089959398,131.02268089959398,131.02268089959398,132.00612189993262,132.00612189993262,132.45691289985552,x,1,0.4387340000830591,None,p1,001,2024-10-17_10h24.50.058,motor seq3,2024.1.5,None,2024-10-17 10h24.57.848072 +0530,
150,v,13,1,53,1,,,,,132.47266329964623,,132.45765959983692,132.47266329964623,133.47265059966594,133.47265059966594,133.47265059966594,133.47265059966594,133.47265059966594,134.4724608999677,134.4724608999677,134.82369979983196,v,1,0.34774009976536036,None,p1,001,2024-10-17_10h24.50.058,motor seq3,2024.1.5,None,2024-10-17 10h24.57.848072 +0530,
50,c,13,2,54,2,,,,,134.83936769980937,,134.82461989996955,134.83936769980937,135.83915629982948,135.83915629982948,135.83915629982948,135.83915629982948,135.83915629982948,136.8389114998281,136.8389114998281,137.19050439959392,c,1,0.3467346001416445,None,p1,001,2024-10-17_10h24.50.058,motor seq3,2024.1.5,None,2024-10-17 10h24.57.848072 +0530,
-150,z,13,3,55,3,,,,,137.20598939992487,,137.19125549960881,137.20598939992487,138.20607939967886,138.20607939967886,138.20607939967886,138.20607939967886,138.20607939967886,139.2056927997619,139.2056927997619,139.95666539995,z,1,0.744176599662751,None,p1,001,2024-10-17_10h24.50.058,motor seq3,2024.1.5,None,2024-10-17 10h24.57.848072 +0530,
-50,x,14,0,56,0,,,,,139.97247129958123,,139.95742509979755,139.97247129958123,140.9592595999129,140.9592595999129,140.9592595999129,140.9592595999129,140.9756573997438,141.9592248997651,141.9592248997651,142.2766042998992,x,1,0.30425089970231056,None,p1,001,2024-10-17_10h24.50.058,motor seq3,2024.1.5,None,2024-10-17 10h24.57.848072 +0530,
150,v,14,1,57,1,,,,,142.29245409974828,,142.27735639968887,142.29245409974828,143.29257789999247,143.29257789999247,143.29257789999247,143.29257789999247,143.29257789999247,144.292471899651,144.292471899651,144.8268521996215,v,1,0.5194474998861551,None,p1,001,2024-10-17_10h24.50.058,motor seq3,2024.1.5,None,2024-10-17 10h24.57.848072 +0530,
50,c,14,2,58,2,,,,,144.84235159959644,,144.82762029999867,144.84235159959644,145.8424318996258,145.8424318996258,145.8424318996258,145.8424318996258,145.8424318996258,146.84267269959673,146.84267269959673,147.74686069972813,c,1,0.8875861996784806,None,p1,001,2024-10-17_10h24.50.058,motor seq3,2024.1.5,None,2024-10-17 10h24.57.848072 +0530,
-150,z,14,3,59,3,,,,,147.76215559989214,,147.74761299975216,147.76215559989214,148.76284280000255,148.76284280000255,148.76284280000255,148.76284280000255,148.76284280000255,149.7620060998015,149.7620060998015,150.11300679994747,z,1,0.3449589000083506,None,p1,001,2024-10-17_10h24.50.058,motor seq3,2024.1.5,None,2024-10-17 10h24.57.848072 +0530,
-50,x,15,0,60,0,,,,,150.12932969955727,,150.11376049974933,150.12932969955727,151.12846009992063,151.12846009992063,151.12846009992063,151.12846009992063,151.12846009992063,152.12827269965783,152.12827269965783,152.47924279980361,x,1,0.3431545998901129,None,p1,001,2024-10-17_10h24.50.058,motor seq3,2024.1.5,None,2024-10-17 10h24.57.848072 +0530,
150,v,15,1,61,1,,,,,152.4950264999643,,152.4801310999319,152.4950264999643,153.49510840000585,153.49510840000585,153.49510840000585,153.49510840000585,153.49510840000585,154.49499949999154,154.49499949999154,155.11369449971244,v,1,0.6090898998081684,None,p1,001,2024-10-17_10h24.50.058,motor seq3,2024.1.5,None,2024-10-17 10h24.57.848072 +0530,
50,c,15,2,62,2,,,,,155.12880039960146,,155.11445599980652,155.12880039960146,156.1283750999719,156.1283750999719,156.1283750999719,156.1283750999719,156.1283750999719,157.12967629963532,157.12967629963532,157.98015839979053,c,1,0.8446356002241373,None,p1,001,2024-10-17_10h24.50.058,motor seq3,2024.1.5,None,2024-10-17 10h24.57.848072 +0530,
-150,z,15,3,63,3,,,,,157.99500969983637,,157.98094349959865,157.99500969983637,158.99546369956806,158.99546369956806,158.99546369956806,158.99546369956806,158.99546369956806,159.99485719995573,159.99485719995573,160.546019599773,z,1,0.5350017999298871,None,p1,001,2024-10-17_10h24.50.058,motor seq3,2024.1.5,None,2024-10-17 10h24.57.848072 +0530,
-50,x,16,0,64,0,,,,,160.56180759985,,160.54692009976134,160.56180759985,161.5618721996434,161.5618721996434,161.5618721996434,161.5618721996434,161.5618721996434,162.56199189973995,162.56199189973995,163.01285329973325,x,1,0.4388306001201272,None,p1,001,2024-10-17_10h24.50.058,motor seq3,2024.1.5,None,2024-10-17 10h24.57.848072 +0530,
150,v,16,1,65,1,,,,,163.02829179959372,,163.01367479981855,163.02829179959372,164.02599499979988,164.02599499979988,164.02599499979988,164.02599499979988,164.04261289956048,165.02587089966983,165.02587089966983,165.61003029998392,v,1,0.5671927002258599,None,p1,001,2024-10-17_10h24.50.058,motor seq3,2024.1.5,None,2024-10-17 10h24.57.848072 +0530,
50,c,16,2,66,2,,,,,165.62591779977083,,165.610811999999,165.62591779977083,166.6257488997653,166.6257488997653,166.6257488997653,166.6257488997653,166.6257488997653,167.6257586996071,167.6257586996071,168.1768574998714,c,1,0.5410883002914488,None,p1,001,2024-10-17_10h24.50.058,motor seq3,2024.1.5,None,2024-10-17 10h24.57.848072 +0530,
-150,z,16,3,67,3,,,,,168.19247869960964,,168.1779324999079,168.19247869960964,169.19228129973635,169.19228129973635,169.19228129973635,169.19228129973635,169.19228129973635,170.19270539982244,170.19270539982244,170.72673999983817,z,1,0.5317457001656294,None,p1,001,2024-10-17_10h24.50.058,motor seq3,2024.1.5,None,2024-10-17 10h24.57.848072 +0530,
-50,x,17,0,68,0,,,,,170.74230729974806,,170.72750229993835,170.74230729974806,171.74243439966813,171.74243439966813,171.74243439966813,171.74243439966813,171.74243439966813,172.7423966997303,172.7423966997303,173.179197399877,x,1,0.2618916002102196,None,p1,001,2024-10-17_10h24.50.058,motor seq3,2024.1.5,None,2024-10-17 10h24.57.848072 +0530,
150,v,17,1,69,1,,,,,173.20083939982578,,173.18002599989995,173.20083939982578,174.18421829957515,174.18421829957515,174.18421829957515,174.18421829957515,174.20071679959074,175.1840911996551,175.1840911996551,175.5860154000111,v,1,0.3988434001803398,None,p1,001,2024-10-17_10h24.50.058,motor seq3,2024.1.5,None,2024-10-17 10h24.57.848072 +0530,
50,c,17,2,70,2,,,,,175.60087069962174,,175.58680239971727,175.60087069962174,176.6009670998901,176.6009670998901,176.6009670998901,176.6009670998901,176.6009670998901,177.6006630999036,177.6006630999036,178.31826439965516,c,1,0.7137510003522038,None,p1,001,2024-10-17_10h24.50.058,motor seq3,2024.1.5,None,2024-10-17 10h24.57.848072 +0530,
-150,z,17,3,71,3,,,,,178.33409129967913,,178.31905589997768,178.33409129967913,179.33422899991274,179.33422899991274,179.33422899991274,179.33422899991274,179.33422899991274,180.33412239979953,180.33412239979953,180.9519952996634,z,1,0.6077266000211239,None,p1,001,2024-10-17_10h24.50.058,motor seq3,2024.1.5,None,2024-10-17 10h24.57.848072 +0530,
-50,x,18,0,72,0,,,,,180.96743719978258,,180.95279689971358,180.96743719978258,181.9675067998469,181.9675067998469,181.9675067998469,181.9675067998469,181.9675067998469,182.96751889958978,182.96751889958978,183.3684095996432,x,1,0.38946460001170635,None,p1,001,2024-10-17_10h24.50.058,motor seq3,2024.1.5,None,2024-10-17 10h24.57.848072 +0530,
150,v,18,1,73,1,,,,,183.38410409959033,,183.36980240000412,183.38410409959033,184.38410069979727,184.38410069979727,184.38410069979727,184.38410069979727,184.38410069979727,185.3843147996813,185.3843147996813,185.91902539972216,v,1,0.5213489001616836,None,p1,001,2024-10-17_10h24.50.058,motor seq3,2024.1.5,None,2024-10-17 10h24.57.848072 +0530,
50,c,18,2,74,2,,,,,185.93408179981634,,185.91979359975085,185.93408179981634,186.9341428996995,186.9341428996995,186.9341428996995,186.9341428996995,186.9341428996995,187.9342044997029,187.9342044997029,188.5519212000072,c,1,0.6140386997722089,None,p1,001,2024-10-17_10h24.50.058,motor seq3,2024.1.5,None,2024-10-17 10h24.57.848072 +0530,
-150,z,18,3,75,3,,,,,188.56753339990973,,188.55268609989434,188.56753339990973,189.5674439999275,189.5674439999275,189.5674439999275,189.5674439999275,189.5674439999275,190.56762909982353,190.56762909982353,191.01838849997148,z,1,0.44528530025854707,None,p1,001,2024-10-17_10h24.50.058,motor seq3,2024.1.5,None,2024-10-17 10h24.57.848072 +0530,
