trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,key_resp.started,fixation.stopped,trial.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,tilt,participant,session,date,expName,psychopyVersion,frameRate,expStart,
89,0,89,0,158.26301590001094,,158.2487079000275,158.26301590001094,159.2633723000181,159.2633723000181,159.99752540001646,up,1,0.7268860999902245,None,0,lab_rep,001,2024-09-13_11h57.07.859,signal detection,2024.1.5,None,2024-09-13 11h57.18.743895 +0530,
90,0,90,0,160.01334940001834,,159.9988269000023,160.01334940001834,161.01326400000835,161.01326400000835,162.93076490002568,up,0,1.90420799999265,None,4,lab_rep,001,2024-09-13_11h57.07.859,signal detection,2024.1.5,None,2024-09-13 11h57.18.743895 +0530,
91,0,91,0,162.94681270001456,,162.93204490002245,162.94681270001456,163.94679790001828,163.94679790001828,164.5138486000069,up,1,0.5573411999794189,None,0,lab_rep,001,2024-09-13_11h57.07.859,signal detection,2024.1.5,None,2024-09-13 11h57.18.743895 +0530,
92,0,92,0,164.5303139000025,,164.51514810000663,164.5303139000025,165.52976320000016,165.52976320000016,166.26418110000668,up,0,0.7190753000031691,None,-2,lab_rep,001,2024-09-13_11h57.07.859,signal detection,2024.1.5,None,2024-09-13 11h57.18.743895 +0530,
93,0,93,0,166.27982140000677,,166.26550170002156,166.27982140000677,167.28002120001474,167.28002120001474,167.86404510002467,up,1,0.5670981000002939,None,0,lab_rep,001,2024-09-13_11h57.07.859,signal detection,2024.1.5,None,2024-09-13 11h57.18.743895 +0530,
94,0,94,0,167.88006230001338,,167.86531760002254,167.88006230001338,168.87981350001064,168.87981350001064,169.34730560000753,up,1,0.4521773000014946,None,0,lab_rep,001,2024-09-13_11h57.07.859,signal detection,2024.1.5,None,2024-09-13 11h57.18.743895 +0530,
95,0,95,0,169.36323580000317,,169.34859249999863,169.36323580000317,170.36329590002424,170.36329590002424,171.23046440002508,down,1,0.8581028000044171,None,-3,lab_rep,001,2024-09-13_11h57.07.859,signal detection,2024.1.5,None,2024-09-13 11h57.18.743895 +0530,
96,0,96,0,171.24644680001074,,171.2317616000073,171.24644680001074,172.24661960001686,172.24661960001686,172.79756230002386,up,1,0.5475551999988966,None,0,lab_rep,001,2024-09-13_11h57.07.859,signal detection,2024.1.5,None,2024-09-13 11h57.18.743895 +0530,
97,0,97,0,172.81299180001952,,172.7988680000126,172.81299180001952,173.81323410000186,173.81323410000186,174.29722110001603,up,1,0.47601849999045953,None,0,lab_rep,001,2024-09-13_11h57.07.859,signal detection,2024.1.5,None,2024-09-13 11h57.18.743895 +0530,
98,0,98,0,174.31320470001083,,174.2985606000002,174.31320470001083,175.3132366000209,175.3132366000209,175.91392610000912,up,1,0.5912748000118881,None,0,lab_rep,001,2024-09-13_11h57.07.859,signal detection,2024.1.5,None,2024-09-13 11h57.18.743895 +0530,
99,0,99,0,175.93020180001622,,175.91526960002375,175.93020180001622,176.92992610001238,176.92992610001238,177.88091669999994,up,0,0.9447424999962095,None,1,lab_rep,001,2024-09-13_11h57.07.859,signal detection,2024.1.5,None,2024-09-13 11h57.18.743895 +0530,
