seq,target,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instructions.started,text.started,instructions.stopped,trial.started,t,sq1.started,sq2.started,sq3.started,sq4.started,key_resp.started,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
random,0,17,4,89,4,113.7411861999426,,,,,113.72618789994158,4,113.94157809996977,113.94157809996977,113.94157809996977,113.94157809996977,113.94157809996977,114.40896989987232,4,0.4544536001048982,None,003,001,2024-12-04_00h19.52.617,solo_project,2024.1.5,None,2024-12-04 00h20.43.323867 +0530,
patterned,1,18,0,90,0,114.42437859997153,,,,,114.40972170000896,1,114.62451720004901,114.62451720004901,114.62451720004901,114.62451720004901,114.62451720004901,115.40957739995793,1,0.7794631000142545,None,003,001,2024-12-04_00h19.52.617,solo_project,2024.1.5,None,2024-12-04 00h20.43.323867 +0530,
patterned,3,18,1,91,1,115.42460249993019,,,,,115.41095299995504,3,115.62450199993327,115.62450199993327,115.62450199993327,115.62450199993327,115.62450199993327,117.060783599969,3,1.4308527000248432,None,003,001,2024-12-04_00h19.52.617,solo_project,2024.1.5,None,2024-12-04 00h20.43.323867 +0530,
patterned,2,18,2,92,2,117.07472339994274,,,,,117.06198220001534,2,117.27461319998838,117.27461319998838,117.27461319998838,117.27461319998838,117.27461319998838,119.8757644998841,2,2.597346799913794,None,003,001,2024-12-04_00h19.52.617,solo_project,2024.1.5,None,2024-12-04 00h20.43.323867 +0530,
patterned,4,18,3,93,3,119.89123219996691,,,,,119.8764843000099,4,120.09146999986842,120.09146999986842,120.09146999986842,120.09146999986842,120.09146999986842,122.8260600999929,4,2.7325867998879403,None,003,001,2024-12-04_00h19.52.617,solo_project,2024.1.5,None,2024-12-04 00h20.43.323867 +0530,
random,0,18,4,94,4,122.84126679995097,,,,,122.82686139992438,3,123.04108910006471,123.04108910006471,123.04108910006471,123.04108910006471,123.04108910006471,123.84274780005217,3,0.7996600000187755,None,003,001,2024-12-04_00h19.52.617,solo_project,2024.1.5,None,2024-12-04 00h20.43.323867 +0530,
patterned,1,19,0,95,0,123.85773040005006,,,,,123.84359429986216,1,124.0577574998606,124.0577574998606,124.0577574998606,124.0577574998606,124.0577574998606,125.70981610007584,1,1.648104599909857,None,003,001,2024-12-04_00h19.52.617,solo_project,2024.1.5,None,2024-12-04 00h20.43.323867 +0530,
patterned,3,19,1,96,1,125.72450240002945,,,,,125.7111361999996,3,125.92449919995852,125.92449919995852,125.92449919995852,125.92449919995852,125.92449919995852,126.94326419988647,3,1.0162883000448346,None,003,001,2024-12-04_00h19.52.617,solo_project,2024.1.5,None,2024-12-04 00h20.43.323867 +0530,
patterned,2,19,2,97,2,126.95773059991188,,,,,126.9441966000013,2,127.1577298999764,127.1577298999764,127.1577298999764,127.1577298999764,127.1577298999764,130.05964539991692,2,2.8994430999737233,None,003,001,2024-12-04_00h19.52.617,solo_project,2024.1.5,None,2024-12-04 00h20.43.323867 +0530,
patterned,4,19,3,98,3,130.07452340004966,,,,,130.06105070002377,4,130.27479869988747,130.27479869988747,130.27479869988747,130.27479869988747,130.27479869988747,132.15893499995582,4,1.8745325000490993,None,003,001,2024-12-04_00h19.52.617,solo_project,2024.1.5,None,2024-12-04 00h20.43.323867 +0530,
random,0,19,4,99,4,132.17448149994016,,,,,132.15965160005726,1,132.37437159987167,132.37437159987167,132.37437159987167,132.37437159987167,132.37437159987167,133.70939249987714,1,1.3241163999773562,None,003,001,2024-12-04_00h19.52.617,solo_project,2024.1.5,None,2024-12-04 00h20.43.323867 +0530,
