seq,t,key_resp.keys,key_resp.rt,correct,,,
,,,,1,,,
patterned,1,1,0.871174499858171,1,,,
patterned,3,3,1.31817259988748,1,,,
patterned,2,2,0.660422000102699,1,,,
patterned,4,4,0.923430699855089,1,,random,0.82539125502808
random,1,1,0.582921800203621,1,,patterned,0.807390496259905
patterned,1,1,0.551101400051266,1,,,
patterned,3,3,1.07219079998322,1,,,
patterned,2,2,0.633702300023288,1,,,
patterned,4,4,0.622202300000936,1,,,
random,3,3,0.973109100013971,1,,,
patterned,1,1,0.519752099877223,1,,,
patterned,3,3,0.985673799877986,1,,,
patterned,2,2,0.657682999968529,1,,,
patterned,4,4,0.690943300025538,1,,,
random,1,1,0.542128799948841,1,,,
patterned,1,1,0.610209099948406,1,,,
patterned,3,3,1.26630560006015,1,,,
patterned,2,2,0.604323699837551,1,,,
patterned,4,4,0.723940399941057,1,,,
random,3,3,0.826366299996153,1,,,
patterned,1,1,0.770981200039387,1,,,
patterned,3,3,0.916466800030321,1,,,
patterned,2,2,0.790644900174812,1,,,
patterned,4,1,0.680071100126952,0,,,
random,4,4,0.81866590003483,1,,,
patterned,1,1,0.875048200134188,1,,,
patterned,3,3,0.771199400071055,1,,,
patterned,2,2,0.595549200195819,1,,,
patterned,4,4,0.629368199966848,1,,,
random,3,3,1.00822709989734,1,,,
patterned,1,1,0.938318999949843,1,,,
patterned,3,3,0.871524499962106,1,,,
patterned,2,2,0.733372699934989,1,,,
patterned,4,4,0.863090400118381,1,,,
random,2,2,0.979562800144777,1,,,
patterned,1,1,0.463944100076333,1,,,
patterned,3,3,0.768410200020298,1,,,
patterned,2,2,0.496437099995092,1,,,
patterned,4,4,0.752511500148103,1,,,
random,4,4,0.645156600046903,1,,,
patterned,1,4,0.859160299878567,0,,,
patterned,3,3,1.60028410004452,1,,,
patterned,2,2,0.695520000066608,1,,,
patterned,4,4,0.745737500023097,1,,,
random,2,2,0.8218302000314,1,,,
patterned,1,1,0.475670100189745,1,,,
patterned,3,3,0.774286600062624,1,,,
patterned,2,2,1.15532939997502,1,,,
patterned,4,4,1.05820880015381,1,,,
random,2,2,1.0457877998706,1,,,
patterned,1,1,0.621475300053135,1,,,
patterned,3,3,0.970122700091451,1,,,
patterned,2,2,0.527895199833438,1,,,
patterned,4,4,0.69695429992862,1,,,
random,2,2,0.809004200156778,1,,,
patterned,1,1,0.537075900007039,1,,,
patterned,3,3,1.01475029997528,1,,,
patterned,2,2,0.523760400013998,1,,,
patterned,4,4,0.862516699824482,1,,,
random,2,2,0.706564199877903,1,,,
patterned,1,1,0.442903000162914,1,,,
patterned,3,3,0.952030899934471,1,,,
patterned,2,2,0.405983100179583,1,,,
patterned,4,4,0.60307259997353,1,,,
random,2,2,0.608959400095046,1,,,
patterned,1,1,0.415974200004712,1,,,
patterned,3,3,1.0989059000276,1,,,
patterned,2,2,0.568470600061119,1,,,
patterned,4,4,0.716919400030747,1,,,
random,2,2,0.711634900188074,1,,,
patterned,1,1,0.538047400070354,1,,,
patterned,3,3,1.10436589992605,1,,,
patterned,2,2,0.476898800116032,1,,,
patterned,4,4,0.787914399988949,1,,,
random,2,2,1.39026749995537,1,,,
patterned,1,1,1.15502949990332,1,,,
patterned,3,3,1.66952279978432,1,,,
patterned,2,2,0.917277499800548,1,,,
patterned,4,4,1.22439240012318,1,,,
random,2,2,0.891273299930617,1,,,
patterned,1,2,0.790953000076115,0,,,
patterned,3,3,1.81901320000179,1,,,
patterned,2,2,0.558566200081259,1,,,
patterned,4,4,0.811220400035381,1,,,
random,1,1,0.57945720013231,1,,,
patterned,1,1,0.880218399921432,1,,,
patterned,3,3,1.10164060001262,1,,,
patterned,2,2,0.817939400207251,1,,,
patterned,4,4,1.11701650009491,1,,,
random,1,1,0.48343800008297,1,,,
patterned,1,1,0.599166600033641,1,,,
patterned,3,3,0.82216430013068,1,,,
patterned,2,2,0.572419499978423,1,,,
patterned,4,4,0.695945899933577,1,,,
random,1,1,0.977916799951345,1,,,
patterned,1,1,0.983143399935216,1,,,
patterned,3,3,0.915696799987927,1,,,
patterned,2,2,0.520674999803305,1,,,
patterned,4,4,0.760838400106877,1,,,
random,2,2,1.10555320000276,1,,,
20,,,,97,,,
80,,,,,,,
