reward_today,future_reward,delay,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
27,50,21,1,3,10,2,48.47531189999995,,48.46127569999999,48.47531189999995,49.50023669999996,49.50023669999996,49.50023669999996,50.55210099999999,l,1.04331470000011,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
15,35,13,1,4,11,1,50.56692700000008,,50.55318390000002,50.56692700000008,51.567014499999914,51.567014499999914,51.567014499999914,52.502741700000115,l,0.9318399999999656,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
11,30,7,1,5,12,0,52.51676150000003,,52.503841299999976,52.51676150000003,53.51687670000001,53.51687670000001,53.51687670000001,54.50329220000003,l,0.9841281999999865,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
78,80,162,1,6,13,6,54.51678190000007,,54.504379799999924,54.51678190000007,55.51692470000012,55.51692470000012,55.51692470000012,56.15191329999993,t,0.6247538000000077,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
40,55,62,2,0,14,3,56.16691800000012,,56.15300980000006,56.16691800000012,57.16702239999995,57.16702239999995,57.16702239999995,58.65164400000003,t,1.4696768999999676,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
11,30,7,2,1,15,0,58.66694000000007,,58.65269719999992,58.66694000000007,59.66688690000001,59.66688690000001,59.66688690000001,60.585147100000086,l,0.91160479999985,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
27,50,21,2,2,16,2,60.600153800000044,,60.58624140000006,60.600153800000044,61.60031140000001,61.60031140000001,61.60031140000001,64.03525160000004,l,2.42082100000016,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
49,60,89,2,3,17,4,64.05041600000004,,64.03634869999996,64.05041600000004,65.05054440000004,65.05054440000004,65.05054440000004,66.568311,l,1.505863399999953,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
67,75,119,2,4,18,5,66.58366339999998,,66.56935429999999,66.58366339999998,67.583617,67.583617,67.583617,68.53517420000003,l,0.9393580999999358,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
78,80,162,2,5,19,6,68.55020869999998,,68.53623100000004,68.55020869999998,69.55008500000008,69.55008500000008,69.55008500000008,70.718347,t,1.1629621999998108,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
15,35,13,2,6,20,1,70.73345259999996,,70.71939580000003,70.73345259999996,71.73349789999997,71.73349789999997,71.73349789999997,73.21872759999997,t,1.4810620999999173,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
11,30,7,3,0,21,0,73.23344840000004,,73.21978710000008,73.23344840000004,74.23350610000011,74.23350610000011,74.23350610000011,75.53569820000007,l,1.290452200000118,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
78,80,162,3,1,22,6,75.55012480000005,,75.53674569999998,75.55012480000005,76.55013729999996,76.55013729999996,76.55013729999996,77.35175490000006,t,0.7929576999999881,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
49,60,89,3,2,23,4,77.36675259999993,,77.35282789999997,77.36675259999993,78.36688929999991,78.36688929999991,78.36688929999991,79.75181659999998,l,1.3791685000001053,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
15,35,13,3,3,24,1,79.76669689999994,,79.75289240000006,79.76669689999994,80.76680770000007,80.76680770000007,80.76680770000007,83.66335670000012,l,2.88047749999987,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
40,55,62,3,4,25,3,83.67828929999996,,83.66440809999995,83.67828929999996,84.67848819999995,84.67848819999995,84.67848819999995,84.99656879999998,t,0.31248980000009396,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
27,50,21,3,5,26,2,85.01157390000003,,84.9976193,85.01157390000003,86.01164330000006,86.01164330000006,86.01164330000006,86.94726990000004,l,0.9310342999999648,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
67,75,119,3,6,27,5,86.96164539999995,,86.94834029999993,86.96164539999995,87.96163180000008,87.96163180000008,87.96163180000008,88.38005139999996,t,0.40811039999994136,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
40,55,62,4,0,28,3,88.39493719999996,,88.38108850000003,88.39493719999996,89.39515200000005,89.39515200000005,89.39515200000005,89.94631299999992,l,0.5339203999999427,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
27,50,21,4,1,29,2,89.96161180000013,,89.94735229999992,89.96161180000013,90.96164769999996,90.96164769999996,90.96164769999996,91.27996660000008,l,0.314969900000051,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
49,60,89,4,2,30,4,91.2947994000001,,91.28103379999993,91.2947994000001,92.29508549999991,92.29508549999991,92.29508549999991,93.33021039999994,l,1.0219374000000698,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
78,80,162,4,3,31,6,93.34492810000006,,93.33126500000003,93.34492810000006,94.34496860000013,94.34496860000013,94.34496860000013,94.72981329999993,t,0.3771240000000944,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
15,35,13,4,4,32,1,94.745048,,94.73086519999993,94.745048,95.74556239999993,95.74556239999993,95.74556239999993,96.06373250000001,t,0.30923859999984415,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
11,30,7,4,5,33,0,96.07833830000004,,96.06478930000003,96.07833830000004,97.0783394,97.0783394,97.0783394,97.3809106000001,t,0.29836120000004485,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
67,75,119,4,6,34,5,97.39486570000008,,97.38199800000007,97.39486570000008,98.39497499999993,98.39497499999993,98.39497499999993,98.73043230000007,l,0.33306679999986954,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
67,75,119,5,0,35,5,98.74502550000011,,98.73148379999998,98.74502550000011,99.74497079999992,99.74497079999992,99.74497079999992,99.9465815000001,l,0.18444829999998547,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
49,60,89,5,1,36,4,99.96160779999991,,99.94762140000012,99.96160779999991,100.96169090000012,100.96169090000012,100.96169090000012,101.13007270000003,t,0.15911959999993996,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
27,50,21,5,2,37,2,101.14492489999998,,101.1311263,101.14492489999998,102.1450241,102.1450241,102.1450241,102.3967884000001,t,0.23708719999990535,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
78,80,162,5,3,38,6,102.41162200000008,,102.39782930000001,102.41162200000008,103.41159900000002,103.41159900000002,103.41159900000002,104.01327330000004,l,0.597006699999838,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
40,55,62,5,4,39,3,104.02820969999993,,104.01432419999992,104.02820969999993,105.02826030000006,105.02826030000006,105.02826030000006,105.29657330000009,t,0.2533946000000924,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
11,30,7,5,5,40,0,105.31163500000002,,105.29762110000001,105.31163500000002,106.31155719999992,106.31155719999992,106.31155719999992,106.44646790000002,l,0.12753849999990052,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
15,35,13,5,6,41,1,106.46154490000004,,106.44750980000003,106.46154490000004,107.46162709999999,107.46162709999999,107.46162709999999,107.61382260000005,t,0.1474087999999938,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
49,60,89,6,0,42,4,107.62821000000008,,107.61487030000012,107.62821000000008,108.62838899999997,108.62838899999997,108.62838899999997,108.97985749999998,l,0.3358147999999801,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
27,50,21,6,1,43,2,108.99497980000001,,108.98091339999996,108.99497980000001,109.99500360000002,109.99500360000002,109.99500360000002,110.36329130000013,l,0.36172239999996236,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
11,30,7,6,2,44,0,110.37818190000007,,110.36436219999996,110.37818190000007,111.37828519999994,111.37828519999994,111.37828519999994,111.67989549999993,t,0.2878453000000718,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
78,80,162,6,3,45,6,111.69498440000007,,111.6809495,111.69498440000007,112.69496389999995,112.69496389999995,112.69496389999995,113.04646430000003,t,0.33879860000001827,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
40,55,62,6,4,46,3,113.06150270000012,,113.04752340000005,113.06150270000012,114.06169720000003,114.06169720000003,114.06169720000003,114.19696560000011,l,0.1254605999999967,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
67,75,119,6,5,47,5,114.21146739999995,,114.19806889999995,114.21146739999995,115.21158700000001,115.21158700000001,115.21158700000001,115.51384559999997,l,0.2995769999999993,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
15,35,13,6,6,48,1,115.52824450000003,,115.51489530000003,115.52824450000003,116.5282231000001,116.5282231000001,116.5282231000001,117.16376680000008,l,0.6323750999999902,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
15,35,13,7,0,49,1,117.17828149999991,,117.16482459999997,117.17828149999991,118.17835839999998,118.17835839999998,118.17835839999998,118.64655659999994,t,0.4622223999999733,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
78,80,162,7,1,50,6,118.66162069999996,,118.64762360000009,118.66162069999996,119.66167659999996,119.66167659999996,119.66167659999996,119.86396280000008,t,0.20034529999998085,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
11,30,7,7,2,51,0,119.87810979999995,,119.86501360000011,119.87810979999995,120.87825909999992,120.87825909999992,120.87825909999992,121.19646260000013,t,0.3057765000000927,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
49,60,89,7,3,52,4,121.21157919999996,,121.1975066,121.21157919999996,122.21156650000012,122.21156650000012,122.21156650000012,122.29653970000004,l,0.07712080000010246,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
40,55,62,7,4,53,3,122.3114928,,122.29759409999997,122.3114928,123.31167110000001,123.31167110000001,123.31167110000001,123.84640489999992,l,0.5290457999999489,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
67,75,119,7,5,54,5,123.86189390000004,,123.84745829999997,123.86189390000004,124.86151769999992,124.86151769999992,124.86151769999992,125.37997880000012,l,0.5154697000000397,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
27,50,21,7,6,55,2,125.39508720000003,,125.38102370000001,125.39508720000003,126.39487789999998,126.39487789999998,126.39487789999998,126.9464726000001,t,0.5438263999999435,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
40,55,62,8,0,56,3,126.96153690000006,,126.94751279999991,126.96153690000006,127.96157459999995,127.96157459999995,127.96157459999995,128.24645540000006,t,0.2685691000001498,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
15,35,13,8,1,57,1,128.26154459999998,,128.24751270000002,128.26154459999998,129.26158420000002,129.26158420000002,129.26158420000002,130.19638450000002,l,0.9235877000000983,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
49,60,89,8,2,58,4,130.21149830000013,,130.19742599999995,130.21149830000013,131.2116529,131.2116529,131.2116529,132.27978959999996,l,1.059119199999941,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
78,80,162,8,3,59,6,132.29490450000003,,132.28083360000005,132.29490450000003,133.29525590000003,133.29525590000003,133.29525590000003,133.54664930000013,t,0.2386255000001256,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
67,75,119,8,4,60,5,133.5616513,,133.54772359999993,133.5616513,134.56213660000003,134.56213660000003,134.56213660000003,134.81344250000006,l,0.24025200000005498,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
11,30,7,8,5,61,0,134.82826619999992,,134.81453140000008,134.82826619999992,135.82829360000005,135.82829360000005,135.82829360000005,136.11345000000006,l,0.26836859999980334,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
27,50,21,8,6,62,2,136.1281348,,136.1144984,136.1281348,137.12824350000005,137.12824350000005,137.12824350000005,137.4131046,t,0.2714381000000685,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
15,35,13,9,0,63,1,137.42820099999994,,137.41415159999997,137.42820099999994,138.4283686000001,138.4283686000001,138.4283686000001,138.47971000000007,l,0.046325300000034986,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
67,75,119,9,1,64,5,138.49484529999995,,138.48076029999993,138.49484529999995,139.4951903000001,139.4951903000001,139.4951903000001,139.84658020000006,t,0.3371878000000379,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
40,55,62,9,2,65,3,139.86147400000004,,139.8476267000001,139.86147400000004,140.86162209999998,140.86162209999998,140.86162209999998,141.0972746,l,0.23308650000012676,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
49,60,89,9,3,66,4,141.11142599999994,,141.09842120000008,141.11142599999994,142.11156140000003,142.11156140000003,142.11156140000003,142.26334739999993,t,0.14140550000001895,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
27,50,21,9,4,67,2,142.27823990000002,,142.26442220000013,142.27823990000002,143.27830990000007,143.27830990000007,143.27830990000007,143.32993540000007,l,0.036757900000111476,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
11,30,7,9,5,68,0,143.34504450000009,,143.33098670000004,143.34504450000009,144.34487880000006,144.34487880000006,144.34487880000006,144.6632707000001,l,0.30876790000002075,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
78,80,162,9,6,69,6,144.6781558,,144.66432579999992,144.6781558,145.6782121000001,145.6782121000001,145.6782121000001,146.4962789000001,t,0.8024034999998548,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
15,35,13,10,0,70,1,146.51155859999994,,146.49732399999994,146.51155859999994,147.5115429,147.5115429,147.5115429,148.09648549999997,l,0.5712630000000445,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
40,55,62,10,1,71,3,148.1115059000001,,148.0976068,148.1115059000001,149.11158350000005,149.11158350000005,149.11158350000005,149.42972669999995,l,0.30160879999993995,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
27,50,21,10,2,72,2,149.44475190000003,,149.43078659999992,149.44475190000003,150.44506950000005,150.44506950000005,150.44506950000005,150.7966629,t,0.34000940000009905,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
67,75,119,10,3,73,5,150.8114997,,150.79775689999997,150.8114997,151.8115421,151.8115421,151.8115421,153.19621669999992,t,1.3674647999998797,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
49,60,89,10,4,74,4,153.21185300000002,,153.19730920000006,153.21185300000002,154.21157029999995,154.21157029999995,154.21157029999995,155.22958730000005,l,1.0097874000000502,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
11,30,7,10,5,75,0,155.24474899999996,,155.2306708000001,155.24474899999996,156.24488229999997,156.24488229999997,156.24488229999997,156.5464902000001,l,0.2919974000001275,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
78,80,162,10,6,76,6,156.56149219999998,,156.5475461000001,156.56149219999998,157.56142879999993,157.56142879999993,157.56142879999993,158.7300196000001,l,1.1560222999999041,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
67,75,119,11,0,77,5,158.74488139999994,,158.73106150000012,158.74488139999994,159.74487909999993,159.74487909999993,159.74487909999993,160.58075980000012,t,0.8313339000001179,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
27,50,21,11,1,78,2,160.5948453000001,,160.58183680000002,160.5948453000001,161.59485459999996,161.59485459999996,161.59485459999996,161.88076019999994,l,0.2835848000001988,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
40,55,62,11,2,79,3,161.89492689999997,,161.88185610000005,161.89492689999997,162.89482169999997,162.89482169999997,162.89482169999997,163.19654160000005,l,0.28476870000008603,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
15,35,13,11,3,80,1,163.21145339999998,,163.19759580000004,163.21145339999998,164.2114686,164.2114686,164.2114686,164.47963819999995,t,0.25083660000018426,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
11,30,7,11,4,81,0,164.49482089999992,,164.4806857000001,164.49482089999992,165.49487219999992,165.49487219999992,165.49487219999992,168.46297900000013,t,2.9557307000000037,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
78,80,162,11,5,82,6,168.47818989999996,,168.46402740000008,168.47818989999996,169.47824779999996,169.47824779999996,169.47824779999996,170.16301599999997,l,0.6679498999999396,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
49,60,89,11,6,83,4,170.1787111000001,,170.16407909999998,170.1787111000001,171.1698629,171.1698629,171.18665669999996,173.55548150000004,l,2.38176969999995,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
78,80,162,12,0,84,6,173.56973919999996,,173.55655030000003,173.56973919999996,174.56981599999995,174.56981599999995,174.56981599999995,176.67282350000005,t,2.095368700000108,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
49,60,89,12,1,85,4,176.68703529999993,,176.67389780000008,176.68703529999993,177.68689330000007,177.68689330000007,177.68689330000007,178.75494550000008,l,1.0585817999999563,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
11,30,7,12,2,86,0,178.7702124,,178.7560092000001,178.7702124,179.77026960000012,179.77026960000012,179.77026960000012,179.8553182999999,l,0.07496680000008382,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
40,55,62,12,3,87,3,179.87014879999992,,179.85656210000002,179.87014879999992,180.87020600000005,180.87020600000005,180.87020600000005,184.98840020000011,t,4.1133310999998685,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
67,75,119,12,4,88,5,185.0036602,,184.98945249999997,185.0036602,186.00359470000012,186.00359470000012,186.00359470000012,186.47186940000006,l,0.45894380000004276,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
27,50,21,12,5,89,2,186.48683219999998,,186.47305000000006,186.48683219999998,187.48708239999996,187.48708239999996,187.48708239999996,188.20534190000012,l,0.70651799999996,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
15,35,13,12,6,90,1,188.22007759999997,,188.20666699999992,188.22007759999997,189.22018939999998,189.22018939999998,189.22018939999998,190.871848,l,1.639176599999928,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
11,30,7,13,0,91,0,190.8867348000001,,190.87303889999998,190.8867348000001,191.88683960000003,191.88683960000003,191.88683960000003,196.4059989,l,4.51540870000008,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
15,35,13,13,1,92,1,196.42007510000008,,196.4071153,196.42007510000008,197.42021120000004,197.42021120000004,197.42021120000004,197.97187499999995,t,0.5430771000001187,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
27,50,21,13,2,93,2,197.9870152000001,,197.97293910000008,197.9870152000001,198.98675909999997,198.98675909999997,198.98675909999997,200.65499449999993,t,1.6554367999999613,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
49,60,89,13,3,94,4,200.67011819999993,,200.6560480999999,200.67011819999993,201.67036550000012,201.67036550000012,201.67036550000012,202.05618210000011,l,0.38348050000013245,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
78,80,162,13,4,95,6,202.07016380000005,,202.05729300000007,202.07016380000005,203.07016780000004,203.07016780000004,203.07016780000004,204.28852570000004,l,1.21196759999998,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
40,55,62,13,5,96,3,204.30348389999995,,204.28957250000008,204.30348389999995,205.3034487,205.3034487,205.3034487,205.57300400000008,l,0.2653488999999354,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
67,75,119,13,6,97,5,205.58673569999996,,205.57409299999995,205.58673569999996,206.58689660000005,206.58689660000005,206.58689660000005,207.02194039999995,l,0.4295396999998502,None,p1,001,2024-11-21_16h32.35.105,delay discounting,2024.1.5,None,2024-11-21 16h32.53.546821 +0530,
