trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr,fixation.started,target.started,mouse.started,fixation.stopped,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
20,0,20,0,26.546641800086945,,26.46854030014947,10,26.546641800086945,26.546641800086945,0.05774389998987317,27.55705210007727,28.076291100122035,[0.40166666666666667],[0.045],[1],[0],[0],[1.5512311002239585],[],P4,001,2024-10-10_19h13.35.410,visual search task,2024.1.5,None,2024-10-10 19h13.54.150253 +0530,
21,0,21,0,28.13288119994104,,28.08084090007469,10,28.13288119994104,28.13288119994104,0.03647270007058978,29.172544800210744,29.175471799913794,[0.27166666666666667],[0.07],[1],[0],[0],[1.058521100319922],[],P4,001,2024-10-10_19h13.35.410,visual search task,2024.1.5,None,2024-10-10 19h13.54.150253 +0530,
22,0,22,0,29.272506800014526,,29.18329180032015,10,29.272506800014526,29.272506800014526,0.060557599645107985,,30.023282000329345,[-0.03833333333333333],[0.13666666666666666],[1],[0],[0],[0.7806637999601662],['target'],P4,001,2024-10-10_19h13.35.410,visual search task,2024.1.5,None,2024-10-10 19h13.54.150253 +0530,
23,0,23,0,30.080849200021476,,30.02786030014977,10,30.080849200021476,30.080849200021476,0.03925530007109046,,30.741211200132966,[0.125],[-0.11833333333333333],[1],[0],[0],[0.6745806001126766],[],P4,001,2024-10-10_19h13.35.410,visual search task,2024.1.5,None,2024-10-10 19h13.54.150253 +0530,
24,0,24,0,30.773933600168675,,30.745998000260442,5,30.773933600168675,30.773933600168675,0.01915219984948635,31.773597599938512,32.49358840007335,[-0.3433333333333333],[0.4816666666666667],[1],[0],[0],[1.7288069003261626],['target'],P4,001,2024-10-10_19h13.35.410,visual search task,2024.1.5,None,2024-10-10 19h13.54.150253 +0530,
25,0,25,0,32.52630850020796,,32.498321500141174,5,32.52630850020796,32.52630850020796,0.01926460023969412,33.54026779998094,33.708392899949104,[-0.475],[0.4633333333333333],[1],[0],[0],[1.1911381999962032],['target'],P4,001,2024-10-10_19h13.35.410,visual search task,2024.1.5,None,2024-10-10 19h13.54.150253 +0530,
26,0,26,0,33.743436499964446,,33.713020000141114,5,33.743436499964446,33.743436499964446,0.0200743000023067,34.75754880020395,35.02776310034096,[0.44333333333333336],[0.01],[1],[0],[0],[1.2949668997898698],['target'],P4,001,2024-10-10_19h13.35.410,visual search task,2024.1.5,None,2024-10-10 19h13.54.150253 +0530,
27,0,27,0,35.12059639999643,,35.035853300243616,10,35.12059639999643,35.12059639999643,0.062162999995052814,36.155789700336754,36.3242093003355,[-0.405],[-0.12666666666666668],[1],[0],[0],[1.227116399910301],['target'],P4,001,2024-10-10_19h13.35.410,visual search task,2024.1.5,None,2024-10-10 19h13.54.150253 +0530,
28,0,28,0,36.37747810035944,,36.33205890003592,5,36.37747810035944,36.37747810035944,0.0319082997739315,37.390316100325435,37.44165450008586,[-0.06333333333333334],[-0.44666666666666666],[1],[0],[0],[1.0786913000047207],[],P4,001,2024-10-10_19h13.35.410,visual search task,2024.1.5,None,2024-10-10 19h13.54.150253 +0530,
29,0,29,0,37.49617900000885,,37.44613420031965,10,37.49617900000885,37.49617900000885,0.03612919989973307,,38.4573548999615,[0.17666666666666667],[-0.3016666666666667],[1],[0],[0],[0.9755690996535122],['target'],P4,001,2024-10-10_19h13.35.410,visual search task,2024.1.5,None,2024-10-10 19h13.54.150253 +0530,
30,0,30,0,38.518219500314444,,38.46210419991985,10,38.518219500314444,38.518219500314444,0.0396630996838212,,39.35786550026387,[-0.24333333333333335],[-0.06166666666666667],[1],[0],[0],[0.8566288999281824],[],P4,001,2024-10-10_19h13.35.410,visual search task,2024.1.5,None,2024-10-10 19h13.54.150253 +0530,
31,0,31,0,39.42271570023149,,39.365755199920386,10,39.42271570023149,39.42271570023149,0.043713200371712446,,40.22598539991304,[0.3],[-0.028333333333333332],[1],[0],[0],[0.8175023999065161],['target'],P4,001,2024-10-10_19h13.35.410,visual search task,2024.1.5,None,2024-10-10 19h13.54.150253 +0530,
32,0,32,0,40.26992980018258,,40.23387819994241,5,40.26992980018258,40.26992980018258,0.027066100388765335,41.27430730033666,41.4585033999756,[0.2783333333333333],[-0.4583333333333333],[1],[0],[0],[1.1987954997457564],['target'],P4,001,2024-10-10_19h13.35.410,visual search task,2024.1.5,None,2024-10-10 19h13.54.150253 +0530,
33,0,33,0,41.51347539993003,,41.46304480032995,10,41.51347539993003,41.51347539993003,0.03504930017516017,,42.492150800302625,[-0.27166666666666667],[0.10166666666666667],[1],[0],[0],[0.994611400179565],['target'],P4,001,2024-10-10_19h13.35.410,visual search task,2024.1.5,None,2024-10-10 19h13.54.150253 +0530,
34,0,34,0,42.54973229998723,,42.49676770018414,10,42.54973229998723,42.54973229998723,0.03824950009584427,43.55786960013211,43.690982799977064,[0.42333333333333334],[-0.095],[1],[0],[0],[1.156237999908626],['target'],P4,001,2024-10-10_19h13.35.410,visual search task,2024.1.5,None,2024-10-10 19h13.54.150253 +0530,
35,0,35,0,43.762336700223386,,43.69939379999414,10,43.762336700223386,43.762336700223386,0.050025700125843287,,44.52612840011716,[-0.095],[0.13333333333333333],[1],[0],[0],[0.7779863001778722],[],P4,001,2024-10-10_19h13.35.410,visual search task,2024.1.5,None,2024-10-10 19h13.54.150253 +0530,
36,0,36,0,44.5797413000837,,44.53436580020934,5,44.5797413000837,44.5797413000837,0.03183639980852604,,45.44237600034103,[0.18],[-0.37333333333333335],[1],[0],[0],[0.8775726999156177],['target'],P4,001,2024-10-10_19h13.35.410,visual search task,2024.1.5,None,2024-10-10 19h13.54.150253 +0530,
37,0,37,0,45.525299000088125,,45.44707640027627,10,45.525299000088125,45.525299000088125,0.041282199788838625,,46.44123349990696,[0.24833333333333332],[0.115],[1],[0],[0],[0.9533375999890268],['target'],P4,001,2024-10-10_19h13.35.410,visual search task,2024.1.5,None,2024-10-10 19h13.54.150253 +0530,
38,0,38,0,46.51090140035376,,46.446279800031334,10,46.51090140035376,46.51090140035376,0.04564939998090267,47.52351179998368,47.64184330031276,[-0.415],[-0.04],[1],[0],[0],[1.150275900028646],[],P4,001,2024-10-10_19h13.35.410,visual search task,2024.1.5,None,2024-10-10 19h13.54.150253 +0530,
39,0,39,0,47.67546509997919,,47.64649400021881,5,47.67546509997919,47.67546509997919,0.0191211998462677,,48.45776019990444,[-0.14666666666666667],[-0.16666666666666666],[1],[0],[0],[0.7927085999399424],['target'],P4,001,2024-10-10_19h13.35.410,visual search task,2024.1.5,None,2024-10-10 19h13.54.150253 +0530,
40,0,40,0,48.51978649990633,,48.462303100153804,10,48.51978649990633,48.51978649990633,0.03817029995843768,,49.408779200166464,[-0.3416666666666667],[0.24],[1],[0],[0],[0.9086021999828517],['target'],P4,001,2024-10-10_19h13.35.410,visual search task,2024.1.5,None,2024-10-10 19h13.54.150253 +0530,
41,0,41,0,49.44199590012431,,49.41341690020636,5,49.44199590012431,49.44199590012431,0.01967740012332797,50.45693250000477,50.45830069994554,[0.3283333333333333],[-0.31],[1],[0],[0],[1.025745500344783],[],P4,001,2024-10-10_19h13.35.410,visual search task,2024.1.5,None,2024-10-10 19h13.54.150253 +0530,
42,0,42,0,50.49679720029235,,50.46303760027513,5,50.49679720029235,50.49679720029235,0.02365519991144538,51.52350650029257,51.61106860032305,[0.31],[0.08333333333333333],[1],[0],[0],[1.124713399913162],[],P4,001,2024-10-10_19h13.35.410,visual search task,2024.1.5,None,2024-10-10 19h13.54.150253 +0530,
43,0,43,0,51.662767299916595,,51.618891700170934,5,51.662767299916595,51.662767299916595,0.030216199811547995,52.689999100286514,52.79259969992563,[-0.4083333333333333],[0.43833333333333335],[1],[0],[0],[1.1444965000264347],['target'],P4,001,2024-10-10_19h13.35.410,visual search task,2024.1.5,None,2024-10-10 19h13.54.150253 +0530,
44,0,44,0,52.851957000326365,,52.80044020013884,5,52.851957000326365,52.851957000326365,0.03527799993753433,53.858090800233185,53.878614500164986,[0.36666666666666664],[-0.13333333333333333],[1],[0],[0],[1.043739499989897],['target'],P4,001,2024-10-10_19h13.35.410,visual search task,2024.1.5,None,2024-10-10 19h13.54.150253 +0530,
45,0,45,0,53.94413600023836,,53.886340599972755,10,53.94413600023836,53.94413600023836,0.04413020005449653,,54.840903100091964,[-0.15166666666666667],[0.15],[1],[0],[0],[0.9114550999365747],['target'],P4,001,2024-10-10_19h13.35.410,visual search task,2024.1.5,None,2024-10-10 19h13.54.150253 +0530,
46,0,46,0,54.93952640006319,,54.84891560021788,10,54.93952640006319,54.93952640006319,0.05829939991235733,55.94051850028336,56.10817770007998,[-0.4716666666666667],[0.035],[1],[0],[0],[1.2021804000250995],['target'],P4,001,2024-10-10_19h13.35.410,visual search task,2024.1.5,None,2024-10-10 19h13.54.150253 +0530,
47,0,47,0,56.16557600023225,,56.11299640033394,10,56.16557600023225,56.16557600023225,0.03729310026392341,57.17357320012525,57.27344730030745,[-0.39],[0.09666666666666666],[1],[0],[0],[1.1237188000231981],['target'],P4,001,2024-10-10_19h13.35.410,visual search task,2024.1.5,None,2024-10-10 19h13.54.150253 +0530,
48,0,48,0,57.32873110007495,,57.27805620012805,10,57.32873110007495,57.32873110007495,0.03748170007020235,58.372781900223345,58.60768919996917,[0.46166666666666667],[0.47],[1],[0],[0],[1.2925113998353481],['target'],P4,001,2024-10-10_19h13.35.410,visual search task,2024.1.5,None,2024-10-10 19h13.54.150253 +0530,
49,0,49,0,58.67515269992873,,58.61568820010871,10,58.67515269992873,58.67515269992873,0.04638480022549629,59.706016100011766,59.807628999929875,[0.09166666666666666],[-0.09666666666666666],[1],[0],[0],[1.1466854000464082],['target'],P4,001,2024-10-10_19h13.35.410,visual search task,2024.1.5,None,2024-10-10 19h13.54.150253 +0530,
50,0,50,0,59.88967030029744,,59.81564770033583,10,59.88967030029744,59.88967030029744,0.04794170008972287,60.905916300136596,61.040887400042266,[0.465],[0.22666666666666666],[1],[0],[0],[1.1784414001740515],['target'],P4,001,2024-10-10_19h13.35.410,visual search task,2024.1.5,None,2024-10-10 19h13.54.150253 +0530,
51,0,51,0,61.10953989997506,,61.04896670021117,10,61.10953989997506,61.10953989997506,0.04760910011827946,62.15592489996925,62.3910809000954,[0.385],[-0.46],[1],[0],[0],[1.2956615001894534],['target'],P4,001,2024-10-10_19h13.35.410,visual search task,2024.1.5,None,2024-10-10 19h13.54.150253 +0530,
52,0,52,0,62.435709699988365,,62.39910180028528,5,62.435709699988365,62.435709699988365,0.028931400272995234,,63.17643909994513,[-0.32166666666666666],[-0.145],[1],[0],[0],[0.7493964997120202],[],P4,001,2024-10-10_19h13.35.410,visual search task,2024.1.5,None,2024-10-10 19h13.54.150253 +0530,
53,0,53,0,63.231484200339764,,63.1842694003135,5,63.231484200339764,63.231484200339764,0.03303129971027374,,63.907396600116044,[-0.04],[-0.19],[1],[0],[0],[0.6909905998036265],['target'],P4,001,2024-10-10_19h13.35.410,visual search task,2024.1.5,None,2024-10-10 19h13.54.150253 +0530,
54,0,54,0,63.95879810024053,,63.91549909999594,5,63.95879810024053,63.95879810024053,0.029649300035089254,65.00658440031111,65.19319580029696,[0.4266666666666667],[-0.48333333333333334],[1],[0],[0],[1.2490145997144282],['target'],P4,001,2024-10-10_19h13.35.410,visual search task,2024.1.5,None,2024-10-10 19h13.54.150253 +0530,
55,0,55,0,65.28967950027436,,65.20098700001836,10,65.28967950027436,65.28967950027436,0.06007189955562353,66.32234890013933,66.59095459990203,[0.4083333333333333],[0.085],[1],[0],[0],[1.3308429000899196],['target'],P4,001,2024-10-10_19h13.35.410,visual search task,2024.1.5,None,2024-10-10 19h13.54.150253 +0530,
56,0,56,0,66.64500840008259,,66.5988851999864,5,66.64500840008259,66.64500840008259,0.03167980024591088,,67.62435400020331,[-0.05],[-0.4216666666666667],[1],[0],[0],[0.9948435998521745],['target'],P4,001,2024-10-10_19h13.35.410,visual search task,2024.1.5,None,2024-10-10 19h13.54.150253 +0530,
57,0,57,0,67.69880959996954,,67.63250070018694,10,67.69880959996954,67.69880959996954,0.05319450004026294,68.72241270029917,68.92407660000026,[-0.15666666666666668],[0.20333333333333334],[1],[0],[0],[1.2394320000894368],['target'],P4,001,2024-10-10_19h13.35.410,visual search task,2024.1.5,None,2024-10-10 19h13.54.150253 +0530,
58,0,58,0,68.9827733002603,,68.93192770006135,5,68.9827733002603,68.9827733002603,0.031277299858629704,,69.89209849992767,[0.4],[-0.105],[1],[0],[0],[0.929931600112468],['target'],P4,001,2024-10-10_19h13.35.410,visual search task,2024.1.5,None,2024-10-10 19h13.54.150253 +0530,
59,0,59,0,69.95798760000616,,69.89997810032219,10,69.95798760000616,69.95798760000616,0.044695999938994646,70.99093860015273,71.05852130008861,[0.3383333333333333],[-0.24666666666666667],[1],[0],[0],[1.1149675999768078],['target'],P4,001,2024-10-10_19h13.35.410,visual search task,2024.1.5,None,2024-10-10 19h13.54.150253 +0530,
60,0,60,0,71.10540380002931,,71.06651200028136,5,71.10540380002931,71.10540380002931,0.030119999777525663,72.10812650015578,72.40810710005462,[0.33666666666666667],[0.27],[1],[0],[0],[1.3122701002284884],['target'],P4,001,2024-10-10_19h13.35.410,visual search task,2024.1.5,None,2024-10-10 19h13.54.150253 +0530,
61,0,61,0,72.47506440011784,,72.41608770005405,10,72.47506440011784,72.47506440011784,0.04635900026187301,73.5224876999855,73.79193230019882,[-0.4066666666666667],[0.4083333333333333],[1],[0],[0],[1.3305403999984264],['target'],P4,001,2024-10-10_19h13.35.410,visual search task,2024.1.5,None,2024-10-10 19h13.54.150253 +0530,
62,0,62,0,73.84589360002428,,73.80020170006901,5,73.84589360002428,73.84589360002428,0.03215039987117052,74.85766510013491,75.2429006001912,[-0.31],[0.10833333333333334],[1],[0],[0],[1.411609800066799],['target'],P4,001,2024-10-10_19h13.35.410,visual search task,2024.1.5,None,2024-10-10 19h13.54.150253 +0530,
63,0,63,0,75.30562460003421,,75.25068660033867,5,75.30562460003421,75.30562460003421,0.02952949982136488,76.3246142999269,76.5449145003222,[0.235],[-0.37333333333333335],[1],[0],[0],[1.265682099852711],[],P4,001,2024-10-10_19h13.35.410,visual search task,2024.1.5,None,2024-10-10 19h13.54.150253 +0530,
64,0,64,0,76.62620340008289,,76.55323830014095,10,76.62620340008289,76.62620340008289,0.05892200022935867,77.67355260020122,77.80763130029663,[-0.09333333333333334],[-0.0016666666666666668],[1],[0],[0],[1.1966420002281666],['target'],P4,001,2024-10-10_19h13.35.410,visual search task,2024.1.5,None,2024-10-10 19h13.54.150253 +0530,
65,0,65,0,77.8890241002664,,77.81607210030779,10,77.8890241002664,77.8890241002664,0.059525399934500456,78.90595490019768,78.94109440036118,[-0.045],[-0.09666666666666666],[1],[0],[0],[1.0665865000337362],['target'],P4,001,2024-10-10_19h13.35.410,visual search task,2024.1.5,None,2024-10-10 19h13.54.150253 +0530,
66,0,66,0,79.01490630023181,,78.94899479998276,10,79.01490630023181,79.01490630023181,0.05231949966400862,80.0559737002477,80.19081950001419,[-0.31333333333333335],[0.18333333333333332],[1],[0],[0],[1.1906120995990932],['target'],P4,001,2024-10-10_19h13.35.410,visual search task,2024.1.5,None,2024-10-10 19h13.54.150253 +0530,
67,0,67,0,80.2437712000683,,80.19914339995012,5,80.2437712000683,80.2437712000683,0.030579200014472008,81.27413470018655,81.3753654002212,[0.09666666666666666],[-0.28833333333333333],[1],[0],[0],[1.1466555004008114],['target'],P4,001,2024-10-10_19h13.35.410,visual search task,2024.1.5,None,2024-10-10 19h13.54.150253 +0530,
68,0,68,0,81.42664860002697,,81.38318439992145,5,81.42664860002697,81.42664860002697,0.03006620006635785,,82.40809740033,[-0.24166666666666667],[-0.18833333333333332],[1],[0],[0],[0.9960696999914944],['target'],P4,001,2024-10-10_19h13.35.410,visual search task,2024.1.5,None,2024-10-10 19h13.54.150253 +0530,
69,0,69,0,82.44015880022198,,82.41263419995084,5,82.44015880022198,82.44015880022198,0.018932100385427475,83.4403649000451,83.50925840018317,[-0.11666666666666667],[0.17],[1],[0],[0],[1.078057600185275],['target'],P4,001,2024-10-10_19h13.35.410,visual search task,2024.1.5,None,2024-10-10 19h13.54.150253 +0530,
70,0,70,0,83.5617317003198,,83.51758090034127,5,83.5617317003198,83.5617317003198,0.03095009969547391,,84.24242410017177,[-0.24833333333333332],[0.2783333333333333],[1],[0],[0],[0.6950248996727169],[],P4,001,2024-10-10_19h13.35.410,visual search task,2024.1.5,None,2024-10-10 19h13.54.150253 +0530,
71,0,71,0,84.31565840030089,,84.25010209996253,10,84.31565840030089,84.31565840030089,0.05182280018925667,85.33891470031813,85.47465710015967,[0.25833333333333336],[0.33],[1],[0],[0],[1.173824300058186],['target'],P4,001,2024-10-10_19h13.35.410,visual search task,2024.1.5,None,2024-10-10 19h13.54.150253 +0530,
72,0,72,0,85.52799169998616,,85.48255220009014,5,85.52799169998616,85.52799169998616,0.031302900053560734,86.55781040014699,86.7272296003066,[-0.305],[-0.2866666666666667],[1],[0],[0],[1.2142734001390636],['target'],P4,001,2024-10-10_19h13.35.410,visual search task,2024.1.5,None,2024-10-10 19h13.54.150253 +0530,
73,0,73,0,86.76987970015034,,86.73504099994898,5,86.76987970015034,86.76987970015034,0.026175299659371376,87.7734782001935,88.19224460003898,[0.475],[0.02],[1],[0],[0],[1.4323293999768794],[],P4,001,2024-10-10_19h13.35.410,visual search task,2024.1.5,None,2024-10-10 19h13.54.150253 +0530,
74,0,74,0,88.24922990007326,,88.1971579999663,10,88.24922990007326,88.24922990007326,0.038566000293940306,,89.10771290026605,[0.08166666666666667],[-0.08],[1],[0],[0],[0.872720199637115],['target'],P4,001,2024-10-10_19h13.35.410,visual search task,2024.1.5,None,2024-10-10 19h13.54.150253 +0530,
75,0,75,0,89.13894970016554,,89.11222080001608,5,89.13894970016554,89.13894970016554,0.017268000170588493,90.14052970008925,90.20836389996111,[-0.44333333333333336],[0.055],[1],[0],[0],[1.0794102000072598],[],P4,001,2024-10-10_19h13.35.410,visual search task,2024.1.5,None,2024-10-10 19h13.54.150253 +0530,
76,0,76,0,90.26103750010952,,90.21296280017123,10,90.26103750010952,90.26103750010952,0.033203599974513054,91.27314920024946,91.3744365000166,[-0.37166666666666665],[-0.22166666666666668],[1],[0],[0],[1.1288081998936832],['target'],P4,001,2024-10-10_19h13.35.410,visual search task,2024.1.5,None,2024-10-10 19h13.54.150253 +0530,
77,0,77,0,91.40880540013313,,91.37898140028119,5,91.40880540013313,91.40880540013313,0.020883100107312202,,92.30844150017947,[-0.23],[0.18166666666666667],[1],[0],[0],[0.909096899908036],['target'],P4,001,2024-10-10_19h13.35.410,visual search task,2024.1.5,None,2024-10-10 19h13.54.150253 +0530,
78,0,78,0,92.35962440026924,,92.31299900030717,10,92.35962440026924,92.35962440026924,0.033254300244152546,93.39075500005856,93.72419450012967,[-0.006666666666666667],[-0.425],[1],[0],[0],[1.378210499882698],['target'],P4,001,2024-10-10_19h13.35.410,visual search task,2024.1.5,None,2024-10-10 19h13.54.150253 +0530,
79,0,79,0,93.77842110022902,,93.7327252002433,5,93.77842110022902,93.77842110022902,0.032138699665665627,,94.6623134999536,[0.11],[-0.02],[1],[0],[0],[0.8987451000139117],['target'],P4,001,2024-10-10_19h13.35.410,visual search task,2024.1.5,None,2024-10-10 19h13.54.150253 +0530,
80,0,80,0,94.71421940019354,,94.6704625999555,5,94.71421940019354,94.71421940019354,0.029482899699360132,95.7244351003319,96.02759930025786,[0.17166666666666666],[0.3616666666666667],[1],[0],[0],[1.3287141998298466],['target'],P4,001,2024-10-10_19h13.35.410,visual search task,2024.1.5,None,2024-10-10 19h13.54.150253 +0530,
81,0,81,0,96.06848450005054,,96.03533719992265,5,96.06848450005054,96.06848450005054,0.02559630014002323,,96.97427400015295,[-0.2966666666666667],[-0.04833333333333333],[1],[0],[0],[0.9142291997559369],['target'],P4,001,2024-10-10_19h13.35.410,visual search task,2024.1.5,None,2024-10-10 19h13.54.150253 +0530,
82,0,82,0,97.04417880019173,,96.98206049995497,10,97.04417880019173,97.04417880019173,0.0480859000235796,,97.99083669995889,[0.26],[0.008333333333333333],[1],[0],[0],[0.9619847000576556],['target'],P4,001,2024-10-10_19h13.35.410,visual search task,2024.1.5,None,2024-10-10 19h13.54.150253 +0530,
83,0,83,0,98.02483850019053,,97.99565710034221,5,98.02483850019053,98.02483850019053,0.019916499964892864,,99.00800119992346,[0.18166666666666667],[0.03],[1],[0],[0],[0.993108700029552],['target'],P4,001,2024-10-10_19h13.35.410,visual search task,2024.1.5,None,2024-10-10 19h13.54.150253 +0530,
84,0,84,0,99.06256850017235,,99.01252510026097,10,99.06256850017235,99.06256850017235,0.03629329986870289,100.10556600010023,100.40753650013357,[-0.30833333333333335],[-0.4033333333333333],[1],[0],[0],[1.3592418995685875],['target'],P4,001,2024-10-10_19h13.35.410,visual search task,2024.1.5,None,2024-10-10 19h13.54.150253 +0530,
