trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr,fixation.started,target.started,mouse.started,fixation.stopped,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
84,0,84,0,141.61073949979618,,141.5622219000943,10,141.61073949979618,141.61073949979618,0.03486909996718168,142.65447989990935,143.02443580003455,[-0.14666666666666667],[0.48],[1],[0],[0],[1.4275907999835908],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
85,0,85,0,143.1029066001065,,143.03247810015455,10,143.1029066001065,143.1029066001065,0.05701990006491542,144.12112119980156,144.67238319991156,[0.4633333333333333],[0.021666666666666667],[1],[0],[0],[1.584113399963826],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
86,0,86,0,144.7181309000589,,144.67875429987907,5,144.7181309000589,144.7181309000589,0.030767099931836128,145.7217387999408,145.94164330000058,[-0.245],[0.05333333333333334],[1],[0],[0],[1.2333406996913254],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
87,0,87,0,145.9758892999962,,145.94653230020776,5,145.9758892999962,145.9758892999962,0.019772800151258707,146.98928270023316,147.5260013001971,[-0.4633333333333333],[-0.305],[1],[0],[0],[1.560020700097084],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
88,0,88,0,147.60475709987804,,147.5338976001367,10,147.60475709987804,147.60475709987804,0.05674399994313717,148.62215649988502,149.273773400113,[-0.39666666666666667],[-0.4033333333333333],[1],[0],[0],[1.6844112002290785],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
89,0,89,0,149.30657269991934,,149.2783547998406,5,149.30657269991934,149.30657269991934,0.01955570001155138,150.30532199982554,151.3082989999093,[0.06333333333333334],[0.3883333333333333],[1],[0],[0],[2.0107855000533164],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
90,0,90,0,151.33944710018113,,151.3127958001569,5,151.33944710018113,151.33944710018113,0.017921799793839455,152.3565938998945,153.47427430003881,[0.385],[0.23166666666666666],[1],[0],[0],[2.1439294000156224],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
91,0,91,0,153.5501549001783,,153.48206439986825,10,153.5501549001783,153.5501549001783,0.05457670008763671,154.57136109983549,155.30674300016835,[-0.19833333333333333],[-0.05333333333333334],[1],[0],[0],[1.7713277000002563],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
92,0,92,0,155.33937190007418,,155.31138310022652,5,155.33937190007418,155.33937190007418,0.019451499916613102,156.37371159996837,157.19106910005212,[-0.02],[0.09333333333333334],[1],[0],[0],[1.8605917999520898],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
93,0,93,0,157.26598640019074,,157.19881549989805,10,157.26598640019074,157.26598640019074,0.05438219988718629,158.28876380017027,158.98938379995525,[-0.3383333333333333],[0.34],[1],[0],[0],[1.7372592999599874],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
94,0,94,0,159.05344610009342,,158.99719560006633,10,159.05344610009342,159.05344610009342,0.043156000319868326,160.07106560003012,163.67293330002576,[0.49],[-0.2816666666666667],[1],[0],[0],[4.633607599884272],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
95,0,95,0,163.72229760000482,,163.68073920020834,5,163.72229760000482,163.72229760000482,0.028429100289940834,164.7228048001416,165.40933480020612,[0.475],[-0.041666666666666664],[1],[0],[0],[1.7012751000002027],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
96,0,96,0,165.46164140012115,,165.413840000052,10,165.46164140012115,165.46164140012115,0.033518699929118156,166.47304339986295,167.40622169990093,[-0.36833333333333335],[0.20833333333333334],[1],[0],[0],[1.9594031004235148],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
97,0,97,0,167.46197370020673,,167.4109276998788,10,167.46197370020673,167.46197370020673,0.03633449971675873,168.4717469001189,169.0899931001477,[0.355],[0.2633333333333333],[1],[0],[0],[1.6433129999786615],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
98,0,98,0,169.14392760023475,,169.0945775997825,10,169.14392760023475,169.14392760023475,0.03573990007862449,170.15585809992626,171.5235383999534,[0.45166666666666666],[-0.175],[1],[0],[0],[2.3936910000629723],[],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
99,0,99,0,171.57840149989352,,171.52810019999743,10,171.57840149989352,171.57840149989352,0.03658950002864003,172.5884004002437,173.17308259988204,[-0.4066666666666667],[-0.06],[1],[0],[0],[1.6089415000751615],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
100,0,100,0,173.22886720020324,,173.17774089984596,10,173.22886720020324,173.22886720020324,0.03689800016582012,174.27123330021277,174.96764340018854,[-0.23166666666666666],[-0.16166666666666665],[1],[0],[0],[1.7534552998840809],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
101,0,101,0,177.04675790015608,,174.97239670017734,10,177.04675790015608,177.04675790015608,0.5965164001099765,178.14252470014617,179.72772159986198,[0.41],[0.47],[1],[0],[0],[4.158848599996418],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
102,0,102,0,179.78061209991574,,179.73586500016972,5,179.78061209991574,179.78061209991574,0.030736099928617477,180.8058686000295,181.41072320006788,[0.31],[0.21333333333333335],[1],[0],[0],[1.6450229999609292],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
103,0,103,0,181.45816069981083,,181.41730679990724,5,181.45816069981083,181.45816069981083,0.02856580028310418,182.47286630002782,182.5404550000094,[0.165],[0.46166666666666667],[1],[0],[0],[1.0955457999370992],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
104,0,104,0,182.6150960000232,,182.54702749988064,10,182.6150960000232,182.6150960000232,0.04997819988057017,183.63797370018438,184.0729630999267,[-0.165],[-0.06333333333333334],[1],[0],[0],[1.4766297000460327],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
105,0,105,0,184.1240479000844,,184.08092590002343,5,184.1240479000844,184.1240479000844,0.03033450013026595,185.15591620001942,185.49358120001853,[0.325],[0.19833333333333333],[1],[0],[0],[1.383397199679166],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
106,0,106,0,185.5438528000377,,185.50158869987354,5,185.5438528000377,185.5438528000377,0.030552399810403585,186.5709433001466,187.089624799788,[-0.0033333333333333335],[0.125],[1],[0],[0],[1.558576500043273],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
107,0,107,0,187.14191329991445,,187.0977055998519,5,187.14191329991445,187.14191329991445,0.030760399997234344,188.1728440001607,188.49089770019054,[0.26166666666666666],[0.041666666666666664],[1],[0],[0],[1.3638162999413908],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
108,0,108,0,188.54116629995406,,188.49918150017038,5,188.54116629995406,188.54116629995406,0.030780899804085493,189.55724669992924,189.8588204998523,[-0.345],[-0.06666666666666667],[1],[0],[0],[1.3299434003420174],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
109,0,109,0,189.93960200017318,,189.86653609992936,10,189.93960200017318,189.93960200017318,0.05408760020509362,190.9711350002326,191.54054930014536,[-0.3233333333333333],[0.4166666666666667],[1],[0],[0],[1.6209521000273526],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
110,0,110,0,191.59368079993874,,191.54849450010806,5,191.59368079993874,191.59368079993874,0.031521799974143505,192.62114429986104,193.17440610006452,[0.018333333333333333],[-0.3283333333333333],[1],[0],[0],[1.5954982000403106],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
111,0,111,0,193.22458150004968,,193.18226640019566,5,193.22458150004968,193.22458150004968,0.03085620002821088,194.23914870014414,194.80953240022063,[-0.43833333333333335],[0.19666666666666666],[1],[0],[0],[1.5974586997181177],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
112,0,112,0,194.89009829983115,,194.81744079990312,10,194.89009829983115,194.89009829983115,0.05454380018636584,195.92135399999097,196.75608169985935,[0.4716666666666667],[-0.18333333333333332],[1],[0],[0],[1.8851480996236205],[],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
113,0,113,0,196.84047870012,,196.76411730004475,10,196.84047870012,196.84047870012,0.057202800177037716,197.87128710001707,198.07279819995165,[0.295],[0.11833333333333333],[1],[0],[0],[1.252516399603337],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
114,0,114,0,198.12437669979408,,198.0808097999543,5,198.12437669979408,198.12437669979408,0.03004440013319254,199.15447349986061,199.52574469987303,[0.18],[-0.03333333333333333],[1],[0],[0],[1.41589289996773],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
115,0,115,0,199.60670460015535,,199.5335936001502,10,199.60670460015535,199.60670460015535,0.05494809988886118,200.63751929998398,201.37254829984158,[-0.19],[-0.06833333333333333],[1],[0],[0],[1.7851545000448823],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
116,0,116,0,201.41657860018313,,201.37897810013965,5,201.41657860018313,201.41657860018313,0.025541499722748995,202.4227803000249,202.7259070998989,[0.32],[-0.165],[1],[0],[0],[1.3221245002932847],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
117,0,117,0,202.80878870002925,,202.7337410999462,10,202.80878870002925,202.80878870002925,0.05625750031322241,203.83785220002756,204.5756235998124,[0.4533333333333333],[0.47],[1],[0],[0],[1.786757499910891],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
118,0,118,0,204.63940710015595,,204.58224469982088,5,204.63940710015595,204.63940710015595,0.030270700342953205,205.6546292998828,206.1076711998321,[0.18833333333333332],[-0.35333333333333333],[1],[0],[0],[1.4959041001275182],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
119,0,119,0,206.18839270016178,,206.11560809984803,10,206.18839270016178,206.18839270016178,0.05379140004515648,207.22139189997688,207.70595199987292,[-0.225],[-0.016666666666666666],[1],[0],[0],[1.5375958001241088],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
120,0,120,0,207.7573039000854,,207.713762300089,5,207.7573039000854,207.7573039000854,0.030117100104689598,208.77244079997763,209.3409918998368,[0.2916666666666667],[-0.48],[1],[0],[0],[1.5981669998727739],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
121,0,121,0,209.39386440021917,,209.3490891000256,5,209.39386440021917,209.39386440021917,0.03139990009367466,210.43944549979642,210.92440050002187,[0.23166666666666666],[-0.31],[1],[0],[0],[1.5449280999600887],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
122,0,122,0,210.9744322001934,,210.9321349002421,5,210.9744322001934,210.9744322001934,0.02892519999295473,211.9894873998128,212.5581172001548,[-0.23],[0.20833333333333334],[1],[0],[0],[1.5980851999484003],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
123,0,123,0,212.63579329987988,,212.5662619001232,10,212.63579329987988,212.63579329987988,0.05170209985226393,213.67099739983678,214.3736291998066,[0.3466666666666667],[0.14166666666666666],[1],[0],[0],[1.7569943997077644],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
124,0,124,0,214.45611699996516,,214.3815379999578,10,214.45611699996516,214.45611699996516,0.05655360035598278,215.48781869979575,216.18958339979872,[-0.12166666666666667],[-0.4033333333333333],[1],[0],[0],[1.7524534999392927],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
125,0,125,0,216.27692579990253,,216.1974575999193,10,216.27692579990253,216.27692579990253,0.05963160004466772,217.30429290002212,217.60604300023988,[-0.21833333333333332],[-0.06666666666666667],[1],[0],[0],[1.3500467999838293],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
126,0,126,0,217.69194399984553,,217.61381819983944,10,217.69194399984553,217.69194399984553,0.060007099993526936,218.72121659992263,219.29001040011644,[-0.44],[-0.25666666666666665],[1],[0],[0],[1.6172851002775133],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
127,0,127,0,219.3602868001908,,219.2966273999773,10,219.3602868001908,219.3602868001908,0.046299700159579515,220.38765909988433,220.98943219985813,[0.145],[0.07333333333333333],[1],[0],[0],[1.6474929000250995],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
128,0,128,0,221.07521940022707,,220.99722399981692,10,221.07521940022707,221.07521940022707,0.0568444998934865,222.10408509988338,224.07291659992188,[0.07666666666666666],[0.42],[1],[0],[0],[3.0198617996647954],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
129,0,129,0,224.1233924999833,,224.08080680016428,5,224.1233924999833,224.1233924999833,0.02959870034828782,225.15432270010933,226.3907391000539,[0.3883333333333333],[0.35833333333333334],[1],[0],[0],[2.2813456999137998],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
130,0,130,0,226.44161000009626,,226.39858550019562,5,226.44161000009626,226.44161000009626,0.029383200220763683,227.45664170011878,228.67236529989168,[0.07166666666666667],[-0.3616666666666667],[1],[0],[0],[2.2454833001829684],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
131,0,131,0,228.75049040000886,,228.67894000001252,10,228.75049040000886,228.75049040000886,0.049348000437021255,229.77111920015886,230.3724560001865,[0.325],[0.25166666666666665],[1],[0],[0],[1.6448988998308778],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
132,0,132,0,230.45799800008535,,230.38059120019898,10,230.45799800008535,230.45799800008535,0.058078800328075886,231.4878056999296,231.79036419978365,[0.315],[0.27166666666666667],[1],[0],[0],[1.352735800202936],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
133,0,133,0,231.83799919998273,,231.79823220008984,5,231.83799919998273,231.83799919998273,0.02831309987232089,232.83897010004148,234.04094259999692,[-0.29],[0.27666666666666667],[1],[0],[0],[2.2154703000560403],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
134,0,134,0,234.09263009997085,,234.04866580013186,5,234.09263009997085,234.09263009997085,0.030360300093889236,235.1061817998998,235.57382370019332,[-0.3983333333333333],[0.20333333333333334],[1],[0],[0],[1.495867000427097],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
135,0,135,0,235.6553631001152,,235.58156110020354,10,235.6553631001152,235.6553631001152,0.055819999892264605,236.68769960012287,237.2575892000459,[0.06833333333333333],[-0.25833333333333336],[1],[0],[0],[1.6212295000441372],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
136,0,136,0,237.3460432002321,,237.26545049995184,10,237.3460432002321,237.3460432002321,0.059972400311380625,238.37093820003793,239.07301460020244,[0.27],[0.06333333333333334],[1],[0],[0],[1.7486067996360362],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
137,0,137,0,239.15785170020536,,239.08098920015618,10,239.15785170020536,239.15785170020536,0.05806959979236126,240.18756419979036,240.72425119997934,[0.365],[0.49],[1],[0],[0],[1.5862675001844764],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
138,0,138,0,240.77389959990978,,240.73206239985302,5,240.77389959990978,240.77389959990978,0.02990050008520484,241.80473039997742,242.34216960007325,[-0.11333333333333333],[-0.28],[1],[0],[0],[1.581141899805516],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
139,0,139,0,242.39499690011144,,242.35007169982418,5,242.39499690011144,242.39499690011144,0.031286200042814016,243.40597089985386,244.05908149993047,[-0.36833333333333335],[-0.07166666666666667],[1],[0],[0],[1.6787715000100434],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
140,0,140,0,244.10648680012673,,244.06678909994662,5,244.10648680012673,244.10648680012673,0.028552399948239326,245.1227505998686,246.32672209991142,[-0.14666666666666667],[-0.29],[1],[0],[0],[2.2323583997786045],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
141,0,141,0,246.4066539001651,,246.33452989999205,10,246.4066539001651,246.4066539001651,0.05372030008584261,247.4376691998914,248.27356400014833,[-0.345],[0.006666666666666667],[1],[0],[0],[1.8863923996686935],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
142,0,142,0,248.36003510002047,,248.281413000077,10,248.36003510002047,248.36003510002047,0.058308799751102924,249.38796979980543,250.99103680020198,[-0.10166666666666667],[0.4116666666666667],[1],[0],[0],[2.652314600069076],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
143,0,143,0,251.0766843999736,,250.99889620020986,10,251.0766843999736,251.0766843999736,0.059403200168162584,252.10436649993062,252.50640710024163,[-0.40166666666666667],[0.02],[1],[0],[0],[1.4491562996990979],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
144,0,144,0,252.55704410001636,,252.51435399986804,5,252.55704410001636,252.55704410001636,0.030125499702990055,253.5892977998592,254.24064429989085,[0.20666666666666667],[-0.4716666666666667],[1],[0],[0],[1.6972576999105513],[],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
145,0,145,0,254.3283680002205,,254.24852869985625,10,254.3283680002205,254.3283680002205,0.05826300010085106,255.3543858998455,256.8396499999799,[0.43666666666666665],[0.2783333333333333],[1],[0],[0],[2.534039900172502],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
146,0,146,0,256.91185990022495,,256.8460514000617,10,256.91185990022495,256.91185990022495,0.04754999978467822,257.9379925997928,259.00596430012956,[-0.165],[-0.37833333333333335],[1],[0],[0],[2.113067800179124],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
147,0,147,0,259.0872247000225,,259.0138305001892,10,259.0872247000225,259.0872247000225,0.05549770034849644,260.12222270015627,260.8563876999542,[0.33666666666666667],[-0.26166666666666666],[1],[0],[0],[1.7882256000302732],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
148,0,148,0,260.90072950022295,,260.86283120000735,5,260.90072950022295,260.90072950022295,0.025381400249898434,261.90573679981753,262.60763909993693,[-0.07666666666666666],[-0.38],[1],[0],[0],[1.720180899836123],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
149,0,149,0,262.6593305999413,,262.61552480002865,5,262.6593305999413,262.6593305999413,0.030173699837177992,263.6888695000671,264.1581190000288,[-0.235],[-0.005],[1],[0],[0],[1.51366199972108],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
150,0,150,0,264.2434685002081,,264.1660962002352,10,264.2434685002081,264.2434685002081,0.05878109997138381,265.2719295001589,266.2726034000516,[-0.23333333333333334],[-0.325],[1],[0],[0],[2.0489787999540567],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
151,0,151,0,266.35538630001247,,266.2805107999593,10,266.35538630001247,266.35538630001247,0.05613740021362901,267.3874885002151,269.0226962999441,[-0.041666666666666664],[-0.45666666666666667],[1],[0],[0],[2.68713069986552],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
152,0,152,0,269.1143587999977,,269.0305004999973,10,269.1143587999977,269.1143587999977,0.06046529999002814,270.1375215998851,270.4729762999341,[-0.21],[-0.42833333333333334],[1],[0],[0],[1.382931999862194],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
153,0,153,0,270.5623085000552,,270.4808042999357,10,270.5623085000552,270.5623085000552,0.05962840002030134,271.58768250001594,272.49321859981865,[0.4083333333333333],[-0.09166666666666666],[1],[0],[0],[1.9536771001294255],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
154,0,154,0,272.5767271001823,,272.50101100001484,10,272.5767271001823,272.5767271001823,0.05760370008647442,273.604822400026,275.2410643999465,[0.38166666666666665],[0.325],[1],[0],[0],[2.683457300066948],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
155,0,155,0,275.2836561999284,,275.24755979981273,5,275.2836561999284,275.2836561999284,0.024782400112599134,276.3045994997956,277.0571595001966,[-0.2],[-0.3416666666666667],[1],[0],[0],[1.7856199997477233],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
156,0,156,0,277.1332684000954,,277.0651593999937,10,277.1332684000954,277.1332684000954,0.05048490036278963,278.1715703001246,279.07291290024295,[-0.44166666666666665],[0.075],[1],[0],[0],[1.9584251996129751],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
157,0,157,0,279.11673340015113,,279.0793654001318,5,279.11673340015113,279.11673340015113,0.0260410001501441,280.1220503002405,280.9759454000741,[-0.11833333333333333],[0.4766666666666667],[1],[0],[0],[1.871252799872309],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
158,0,158,0,281.0584697998129,,280.9844848001376,10,281.0584697998129,281.0584697998129,0.05455489968881011,282.0876374999061,282.82266259985045,[0.24],[-0.051666666666666666],[1],[0],[0],[1.7847277000546455],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
159,0,159,0,282.87575219990686,,282.8305072998628,5,282.87575219990686,282.87575219990686,0.0307477000169456,283.889465500135,285.32519449992105,[-0.31166666666666665],[0.435],[1],[0],[0],[2.464896300341934],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
160,0,160,0,285.3770678997971,,285.3329500001855,5,285.3770678997971,285.3770678997971,0.030101600103080273,286.40589520009235,290.45749370008707,[-0.11833333333333333],[-0.365],[1],[0],[0],[5.095514299813658],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
161,0,161,0,290.508845299948,,290.46527179982513,5,290.508845299948,290.508845299948,0.030046300031244755,,291.3556129001081,[0.15],[-0.12333333333333334],[1],[0],[0],[0.8613309999927878],[],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
162,0,162,0,291.4351935000159,,291.36335380002856,10,291.4351935000159,291.4351935000159,0.052379099652171135,292.45442940015346,292.72356300009415,[-0.10166666666666667],[-0.10333333333333333],[1],[0],[0],[1.308875999879092],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
163,0,163,0,292.77591279987246,,292.73131780000404,5,292.77591279987246,292.77591279987246,0.030588400084525347,293.78900580015033,294.44235689984635,[-0.41833333333333333],[-0.15333333333333332],[1],[0],[0],[1.6814737999811769],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
164,0,164,0,294.4931720998138,,294.4500918001868,5,294.4931720998138,294.4931720998138,0.030349699780344963,295.5055917999707,295.75817039981484,[0.03],[0.056666666666666664],[1],[0],[0],[1.2787651000544429],[],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
165,0,165,0,295.8095030998811,,295.7659268002026,5,295.8095030998811,295.8095030998811,0.03012249991297722,296.8389767999761,297.1414065002464,[0.43666666666666665],[-0.285],[1],[0],[0],[1.346439499873668],[],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
166,0,166,0,297.18408240005374,,297.1484658000991,5,297.18408240005374,297.18408240005374,0.024371500127017498,298.20621570013463,298.8735544998199,[0.22333333333333333],[-0.45],[1],[0],[0],[1.7015061997808516],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
167,0,167,0,298.94617210002616,,298.8799244002439,10,298.94617210002616,298.94617210002616,0.04813440004363656,299.9874940998852,300.3557759998366,[-0.26],[-0.025],[1],[0],[0],[1.4284798000007868],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
