trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr,fixation.started,target.started,mouse.started,fixation.stopped,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
10,0,10,0,20.590970700141042,,20.516840000171214,10,20.590970700141042,20.590970700141042,0.04925590008497238,21.607880000025034,21.959281499963254,[0.4666666666666667],[-0.03333333333333333],[1],[0],[0],[1.3943807003088295],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
11,0,11,0,22.025005800183862,,21.963925499934703,10,22.025005800183862,22.025005800183862,0.0356844998896122,23.04100240021944,23.429522499907762,[-0.13],[-0.023333333333333334],[1],[0],[0],[1.4303712998516858],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
12,0,12,0,23.505053400062025,,23.434255000203848,10,23.505053400062025,23.505053400062025,0.05008989991620183,24.507778599858284,24.927257100120187,[0.03],[-0.36666666666666664],[1],[0],[0],[1.4434083998203278],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
13,0,13,0,25.004948399960995,,24.932009200099856,10,25.004948399960995,25.004948399960995,0.04278870020061731,26.04151239991188,26.423389500007033,[0.20166666666666666],[0.09],[1],[0],[0],[1.4491314003244042],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
14,0,14,0,26.47435100004077,,26.427990899886936,5,26.47435100004077,26.47435100004077,0.019461899995803833,27.49182080011815,27.642384700011462,[-0.23],[-0.095],[1],[0],[0],[1.1954769999720156],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
15,0,15,0,27.691886899992824,,27.64692630013451,5,27.691886899992824,27.691886899992824,0.019640000071376562,28.69110900023952,29.409986900165677,[-0.49666666666666665],[0.265],[1],[0],[0],[1.743987999856472],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
16,0,16,0,29.455121799837798,,29.414540899917483,5,29.455121799837798,29.455121799837798,0.020250600297003984,30.457638800144196,30.85987630020827,[0.22],[0.32],[1],[0],[0],[1.425445799715817],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
17,0,17,0,30.909327699802816,,30.86466269986704,5,30.909327699802816,30.909327699802816,0.023073900025337934,31.90748090017587,32.62660010019317,[0.43666666666666665],[0.265],[1],[0],[0],[1.7393900998868048],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
18,0,18,0,32.6714078001678,,32.63118189992383,5,32.6714078001678,32.6714078001678,0.020912399981170893,33.67548679979518,34.09349749982357,[-0.29],[0.25],[1],[0],[0],[1.4417552002705634],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
19,0,19,0,34.13905020011589,,34.10136360023171,5,34.13905020011589,34.13905020011589,0.029253500048071146,35.14114600000903,35.89308369997889,[0.25],[-0.28],[1],[0],[0],[1.7636820999905467],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
20,0,20,0,35.93919999990612,,35.89727379987016,10,35.93919999990612,35.93919999990612,0.03003939986228943,36.94281829986721,37.36106720007956,[0.15],[0.235],[1],[0],[0],[1.4340595002286136],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
21,0,21,0,37.426286099944264,,37.36432459997013,10,37.426286099944264,37.426286099944264,0.03510620025917888,38.440499499905854,38.94194980012253,[-0.21166666666666667],[-0.065],[1],[0],[0],[1.5428764000535011],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
22,0,22,0,38.971748900134116,,38.944903700146824,5,38.971748900134116,38.971748900134116,0.013573199976235628,39.97508809994906,40.36195999989286,[0.16333333333333333],[-0.06166666666666667],[1],[0],[0],[1.4034854001365602],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
23,0,23,0,40.44152110023424,,40.36999229993671,10,40.44152110023424,40.44152110023424,0.04791339999064803,41.473085899837315,41.94460749998689,[-0.44666666666666666],[-0.165],[1],[0],[0],[1.5279429000802338],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
24,0,24,0,42.0081373997964,,41.9526615999639,5,42.0081373997964,42.0081373997964,0.03060920024290681,43.025467600207776,43.54484880017117,[0.065],[0.14],[1],[0],[0],[1.5627328003756702],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
25,0,25,0,43.60478219995275,,43.552694799844176,5,43.60478219995275,43.60478219995275,0.028806100133806467,44.60574179980904,45.39196480019018,[0.435],[-0.13666666666666666],[1],[0],[0],[1.8117142003029585],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
26,0,26,0,45.44190239999443,,45.396515199914575,5,45.44190239999443,45.44190239999443,0.019169900100678205,46.45805979985744,47.3267823997885,[-0.07666666666666666],[-0.3016666666666667],[1],[0],[0],[1.911484899930656],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
27,0,27,0,47.371532400138676,,47.33143460005522,5,47.371532400138676,47.371532400138676,0.017590300180017948,48.38993080006912,48.69475580006838,[0.155],[-0.315],[1],[0],[0],[1.3460368998348713],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
28,0,28,0,48.771425399929285,,48.702688599936664,10,48.771425399929285,48.771425399929285,0.05128719983622432,49.80862609995529,50.54441920015961,[-0.18333333333333332],[0.385],[1],[0],[0],[1.7916967999190092],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
29,0,29,0,50.60516420006752,,50.552223400212824,5,50.60516420006752,50.60516420006752,0.03115489985793829,51.606068999972194,52.059227799996734,[-0.105],[0.39666666666666667],[1],[0],[0],[1.4770650998689234],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
30,0,30,0,52.12479649996385,,52.063833800144494,10,52.12479649996385,52.12479649996385,0.03446590015664697,53.155881700105965,54.341941399965435,[-0.43333333333333335],[-0.3616666666666667],[1],[0],[0],[2.244017200078815],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
31,0,31,0,54.405170400161296,,54.34982350002974,5,54.405170400161296,54.405170400161296,0.030517700128257275,55.442116000223905,55.94745559990406,[-0.075],[-0.395],[1],[0],[0],[1.568169199861586],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
32,0,32,0,56.008447899948806,,55.95537529978901,5,56.008447899948806,56.008447899948806,0.03370899986475706,,56.89419180015102,[-0.11833333333333333],[-0.3983333333333333],[1],[0],[0],[0.9063838999718428],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
33,0,33,0,56.95820200024173,,56.8987747002393,10,56.95820200024173,56.95820200024173,0.0377814001403749,57.97445379989222,58.343109800014645,[-0.31833333333333336],[0.095],[1],[0],[0],[1.4070824002847075],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
34,0,34,0,58.405317599885166,,58.34764790022746,10,58.405317599885166,58.405317599885166,0.03533020010218024,59.441777400206774,59.707484799902886,[-0.26],[0.43166666666666664],[1],[0],[0],[1.325003799982369],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
35,0,35,0,59.757880500052124,,59.71213829983026,5,59.757880500052124,59.757880500052124,0.02004879992455244,60.758047100156546,61.027309800032526,[-0.275],[0.35333333333333333],[1],[0],[0],[1.2954345000907779],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
36,0,36,0,61.105216099880636,,61.03192450013012,10,61.105216099880636,61.105216099880636,0.04977970011532307,62.124275099951774,62.675568900071084,[-0.3],[-0.03],[1],[0],[0],[1.5942632998339832],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
37,0,37,0,62.72488779993728,,62.6801434000954,5,62.72488779993728,62.72488779993728,0.017501200083643198,63.722920999862254,64.37581440014765,[-0.4633333333333333],[-0.15],[1],[0],[0],[1.6785539002157748],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
38,0,38,0,64.42141490010545,,64.3803501999937,5,64.42141490010545,64.42141490010545,0.017629699781537056,65.45921480003744,67.17778339982033,[0.255],[0.42833333333333334],[1],[0],[0],[2.7800759999081492],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
39,0,39,0,67.24147230014205,,67.18575070006773,5,67.24147230014205,67.24147230014205,0.030593200121074915,68.27171659981832,68.61183540010825,[-0.035],[0.035],[1],[0],[0],[1.3965048999525607],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
40,0,40,0,68.67426009988412,,68.61967319995165,5,68.67426009988412,68.67426009988412,0.03162850020453334,69.67307600006461,69.92494169995189,[0.23166666666666666],[-0.36666666666666664],[1],[0],[0],[1.2748320000246167],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
41,0,41,0,69.97479530004784,,69.92950349999592,5,69.97479530004784,69.97479530004784,0.01791949989274144,70.99123369995505,71.12676460016519,[0.023333333333333334],[-0.11166666666666666],[1],[0],[0],[1.1798108001239598],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
42,0,42,0,71.19081880012527,,71.13456510007381,5,71.19081880012527,71.19081880012527,0.030312399845570326,72.18992940010503,72.79125500004739,[-0.4766666666666667],[0.345],[1],[0],[0],[1.6275480003096163],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
43,0,43,0,72.85491310013458,,72.79579439992085,10,72.85491310013458,72.85491310013458,0.03969130013138056,73.89140520012006,74.64154710015282,[-0.4866666666666667],[0.36666666666666664],[1],[0],[0],[1.8063266999088228],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
44,0,44,0,74.71862370008603,,74.64954929985106,10,74.71862370008603,74.71862370008603,0.05412099976092577,75.74259639997035,75.92957969987765,[-0.3416666666666667],[-0.265],[1],[0],[0],[1.227053300011903],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
45,0,45,0,75.97264060005546,,75.93424310022965,5,75.97264060005546,75.97264060005546,0.021488099824637175,76.97435319982469,77.69281250005588,[-0.275],[-0.105],[1],[0],[0],[1.737652299925685],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
46,0,46,0,77.74162039998919,,77.69739039987326,5,77.74162039998919,77.74162039998919,0.017321299761533737,78.75858960021287,79.27988079981878,[0.27],[-0.08333333333333333],[1],[0],[0],[1.5654282998293638],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
47,0,47,0,79.37171729980037,,79.2880290998146,10,79.37171729980037,79.37171729980037,0.05779230035841465,80.38838100014254,81.07626130012795,[-0.13833333333333334],[0.48833333333333334],[1],[0],[0],[1.7319294000044465],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
48,0,48,0,81.14148599980399,,81.0808505997993,10,81.14148599980399,81.14148599980399,0.03653729986399412,82.15917370002717,82.64862689981237,[0.29833333333333334],[0.4],[1],[0],[0],[1.531541199889034],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
49,0,49,0,82.71071839984506,,82.65650259982795,5,82.71071839984506,82.71071839984506,0.030193500220775604,83.73863490018994,83.9454414001666,[0.10333333333333333],[0.32666666666666666],[1],[0],[0],[1.259828600101173],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
50,0,50,0,84.00793999992311,,83.95322899986058,5,84.00793999992311,84.00793999992311,0.030506300274282694,85.024954599794,85.64228329993784,[0.0033333333333333335],[0.09666666666666666],[1],[0],[0],[1.6597712999209762],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
51,0,51,0,85.70507110003382,,85.64687839988619,10,85.70507110003382,85.70507110003382,0.03744360012933612,86.74167220015079,86.97688109986484,[-0.10666666666666667],[-0.215],[1],[0],[0],[1.292821199633181],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
52,0,52,0,87.03848430002108,,86.98483960004523,5,87.03848430002108,87.03848430002108,0.032726199831813574,88.04164890013635,88.24279160005972,[-0.16166666666666665],[-0.275],[1],[0],[0],[1.2264489000663161],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
53,0,53,0,88.28879849985242,,88.2473389999941,5,88.28879849985242,88.28879849985242,0.01878279959782958,89.29221210023388,89.55829290021211,[-0.19166666666666668],[-0.015],[1],[0],[0],[1.2923746001906693],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
54,0,54,0,89.60793460020795,,89.56282830005512,5,89.60793460020795,89.60793460020795,0.018902000039815903,90.62485289992765,90.925029899925,[-0.3616666666666667],[0.18666666666666668],[1],[0],[0],[1.3437984995543957],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
55,0,55,0,90.97495480021462,,90.92963480018079,5,90.97495480021462,90.97495480021462,0.019070199690759182,91.99170190002769,92.26038359990343,[-0.04],[0.36833333333333335],[1],[0],[0],[1.3121480997651815],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
56,0,56,0,92.32206249982119,,92.26505139982328,10,92.32206249982119,92.32206249982119,0.04019170021638274,93.35847060009837,93.8432777998969,[0.065],[-0.023333333333333334],[1],[0],[0],[1.5384946996346116],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
57,0,57,0,93.88828680012375,,93.84785610018298,5,93.88828680012375,93.88828680012375,0.01961479987949133,94.89234630018473,95.67511129984632,[-0.38],[0.43],[1],[0],[0],[1.8077220004051924],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
58,0,58,0,95.74248869996518,,95.67988969990984,10,95.74248869996518,95.74248869996518,0.03898930037394166,96.77131420001388,97.2253799000755,[-0.4066666666666667],[0.4666666666666667],[1],[0],[0],[1.5067853000946343],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
59,0,59,0,97.28840410010889,,97.23335780017078,5,97.28840410010889,97.28840410010889,0.030024300329387188,98.29383639991283,98.8577164998278,[0.13333333333333333],[-0.16666666666666666],[1],[0],[0],[1.595671399962157],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
60,0,60,0,98.9055441999808,,98.86224489985034,5,98.9055441999808,98.9055441999808,0.019129800144582987,99.92457369994372,100.20974209997803,[-0.46166666666666667],[0.25166666666666665],[1],[0],[0],[1.3288603001274168],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
61,0,61,0,100.25484069995582,,100.21425070008263,5,100.25484069995582,100.25484069995582,0.019461299758404493,101.25789579981938,101.89616480004042,[-0.49666666666666665],[0.225],[1],[0],[0],[1.6628302996978164],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
62,0,62,0,101.93887550011277,,101.90084510017186,5,101.93887550011277,101.93887550011277,0.020590899977833033,102.94101539999247,103.40703570004553,[0.25166666666666665],[-0.4483333333333333],[1],[0],[0],[1.4861699999310076],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
63,0,63,0,103.45483550010249,,103.41148599982262,5,103.45483550010249,103.45483550010249,0.017900599632412195,104.47164010023698,104.89068889990449,[0.195],[0.305],[1],[0],[0],[1.4615144999697804],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
64,0,64,0,104.95516260014847,,104.89843269996345,5,104.95516260014847,104.95516260014847,0.032658500131219625,105.99175779987127,106.54422619985417,[-0.3233333333333333],[-0.315],[1],[0],[0],[1.6141944001428783],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
65,0,65,0,106.60486749978736,,106.552133299876,5,106.60486749978736,106.60486749978736,0.030544799752533436,107.62501280009747,108.99148199986666,[-0.20333333333333334],[-0.44],[1],[0],[0],[2.410034699831158],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
66,0,66,0,109.05351680004969,,108.99610310001299,10,109.05351680004969,109.05351680004969,0.04068259987980127,110.05736909992993,110.90796989994124,[-0.45],[0.09833333333333333],[1],[0],[0],[1.8714713002555072],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
67,0,67,0,110.9609352000989,,110.91578890010715,5,110.9609352000989,110.9609352000989,0.031248999759554863,111.97309800004587,112.2563673001714,[-0.435],[0.3016666666666667],[1],[0],[0],[1.310321000404656],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
68,0,68,0,112.31003630021587,,112.26444770023227,5,112.31003630021587,112.31003630021587,0.033054699655622244,113.32289840001613,113.90801260014996,[-0.016666666666666666],[0.43833333333333335],[1],[0],[0],[1.611484399996698],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
69,0,69,0,113.9872829997912,,113.91605720017105,10,113.9872829997912,113.9872829997912,0.055231899954378605,114.98875930020586,115.72402149997652,[0.39],[0.43],[1],[0],[0],[1.753813600167632],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
70,0,70,0,115.77967729978263,,115.73222520016134,5,115.77967729978263,115.77967729978263,0.03329190006479621,116.79140939982608,117.94169639982283,[0.22333333333333333],[0.065],[1],[0],[0],[2.1774341999553144],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
71,0,71,0,117.99548219982535,,117.94630199996755,10,117.99548219982535,117.99548219982535,0.03488099994137883,119.02208730019629,120.42317340010777,[0.46166666666666667],[-0.22333333333333333],[1],[0],[0],[2.442307500168681],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
72,0,72,0,120.4757069000043,,120.43101199995726,5,120.4757069000043,120.4757069000043,0.030890800058841705,121.52082289988175,122.44359649997205,[0.37333333333333335],[-0.38],[1],[0],[0],[1.9828156000003219],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
73,0,73,0,122.48900250019506,,122.44818249996752,5,122.48900250019506,122.48900250019506,0.03000639984384179,123.50478610023856,123.96432759985328,[-0.365],[-0.245],[1],[0],[0],[1.4865256999619305],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
74,0,74,0,124.01683320011944,,123.97214150009677,5,124.01683320011944,124.01683320011944,0.03000870021060109,125.02310940017924,125.67604340007529,[-0.105],[0.05333333333333334],[1],[0],[0],[1.6748723997734487],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
75,0,75,0,125.74549419991672,,125.68382220016792,10,125.74549419991672,125.74549419991672,0.0477590998634696,126.75571299996227,127.93944580014795,[0.051666666666666666],[-0.30833333333333335],[1],[0],[0],[2.2089281999506056],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
76,0,76,0,127.99339850014076,,127.94741619983688,5,127.99339850014076,127.99339850014076,0.03168500028550625,129.0057808002457,129.99158400017768,[0.20333333333333334],[0.39],[1],[0],[0],[2.0136056998744607],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
77,0,77,0,130.05019410001114,,129.99941299995407,10,130.05019410001114,130.05019410001114,0.037962500005960464,131.05564149981365,132.2738363002427,[-0.075],[0.49166666666666664],[1],[0],[0],[2.2377585996873677],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
78,0,78,0,132.32726900000125,,132.27836770005524,10,132.32726900000125,132.32726900000125,0.03514089994132519,133.33857899997383,133.556483999826,[-0.006666666666666667],[0.48333333333333334],[1],[0],[0],[1.2435175999999046],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
79,0,79,0,133.60965509992093,,133.56098530022427,10,133.60965509992093,133.60965509992093,0.034986999817192554,134.63759599998593,135.34049159986898,[0.345],[0.29],[1],[0],[0],[1.7450436996296048],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
80,0,80,0,135.37458800012246,,135.34504690021276,5,135.37458800012246,135.37458800012246,0.01976320007815957,136.3897218001075,137.72446760023013,[-0.48333333333333334],[-0.18166666666666667],[1],[0],[0],[2.360085899941623],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
81,0,81,0,137.7995227999054,,137.7323532998562,10,137.7995227999054,137.7995227999054,0.053692299872636795,138.83753699995577,139.22308540018275,[-0.27],[0.006666666666666667],[1],[0],[0],[1.4382382002659142],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
82,0,82,0,139.27699809987098,,139.2277325000614,10,139.27699809987098,139.27699809987098,0.03510560002177954,140.2886777999811,140.35796089982614,[-0.30333333333333334],[0.16833333333333333],[1],[0],[0],[1.0955615998245776],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
83,0,83,0,140.4142057998106,,140.3627069001086,10,140.4142057998106,140.4142057998106,0.03617289988324046,141.43812290020287,141.5576614998281,[0.26166666666666666],[0.385],[1],[0],[0],[1.1592677002772689],['target'],P1,001,2024-10-10_19h50.19.137,visual search task,2024.1.5,None,2024-10-10 19h50.31.463487 +0530,
