trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr,fixation.started,target.started,mouse.started,fixation.stopped,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
20,0,20,0,28.44804670009762,,28.373225199989974,10,28.44804670009762,28.44804670009762,0.05966460006311536,29.447665099985898,29.715457200072706,[-0.19333333333333333],[0.09166666666666666],[1],[0],[0],[1.2838460998609662],['target'],P2,001,2024-10-10_19h29.42.261,visual search task,2024.1.5,None,2024-10-10 19h30.27.762448 +0530,
21,0,21,0,29.768344500102103,,29.7199570001103,10,29.768344500102103,29.768344500102103,0.03398869978263974,30.78080249996856,30.98221779987216,[-0.15833333333333333],[-0.41],[1],[0],[0],[1.2287522000260651],['target'],P2,001,2024-10-10_19h29.42.261,visual search task,2024.1.5,None,2024-10-10 19h30.27.762448 +0530,
22,0,22,0,31.014007300138474,,30.986789599992335,5,31.014007300138474,31.014007300138474,0.018400300294160843,32.015802999958396,32.1485101999715,[0.005],[0.25],[1],[0],[0],[1.1435763998888433],['target'],P2,001,2024-10-10_19h29.42.261,visual search task,2024.1.5,None,2024-10-10 19h30.27.762448 +0530,
23,0,23,0,32.2137898998335,,32.15629060007632,10,32.2137898998335,32.2137898998335,0.04472889984026551,33.214313299860805,33.398591899778694,[-0.155],[0.135],[1],[0],[0],[1.198877700138837],['target'],P2,001,2024-10-10_19h29.42.261,visual search task,2024.1.5,None,2024-10-10 19h30.27.762448 +0530,
24,0,24,0,33.43058570008725,,33.40308960014954,5,33.43058570008725,33.43058570008725,0.018668100237846375,34.430967200081795,34.8335293000564,[-0.03833333333333333],[0.3466666666666667],[1],[0],[0],[1.4121909998357296],['target'],P2,001,2024-10-10_19h29.42.261,visual search task,2024.1.5,None,2024-10-10 19h30.27.762448 +0530,
25,0,25,0,34.88427140004933,,34.83797820005566,10,34.88427140004933,34.88427140004933,0.032925200182944536,35.930001200176775,36.198979599867016,[0.15833333333333333],[0.24833333333333332],[1],[0],[0],[1.328395000193268],['target'],P2,001,2024-10-10_19h29.42.261,visual search task,2024.1.5,None,2024-10-10 19h30.27.762448 +0530,
26,0,26,0,36.26731280004606,,36.206808699760586,10,36.26731280004606,36.26731280004606,0.047371499706059694,37.31379819987342,38.1659443997778,[-0.31],[0.145],[1],[0],[0],[1.912978700362146],['target'],P2,001,2024-10-10_19h29.42.261,visual search task,2024.1.5,None,2024-10-10 19h30.27.762448 +0530,
27,0,27,0,38.197984599974006,,38.17050899984315,5,38.197984599974006,38.197984599974006,0.01851740013808012,39.19872449990362,39.44854710018262,[0.4],[-0.165],[1],[0],[0],[1.2598412996158004],['target'],P2,001,2024-10-10_19h29.42.261,visual search task,2024.1.5,None,2024-10-10 19h30.27.762448 +0530,
28,0,28,0,39.536791699938476,,39.45620229979977,10,39.536791699938476,39.536791699938476,0.05855780001729727,40.564693899825215,40.74879990005866,[-0.20833333333333334],[-0.26166666666666666],[1],[0],[0],[1.235175000037998],['target'],P2,001,2024-10-10_19h29.42.261,visual search task,2024.1.5,None,2024-10-10 19h30.27.762448 +0530,
29,0,29,0,40.803674899972975,,40.75331680011004,10,40.803674899972975,40.803674899972975,0.03554300032556057,41.831879700068384,42.36607600003481,[-0.04666666666666667],[0.13666666666666666],[1],[0],[0],[1.5777312000282109],['target'],P2,001,2024-10-10_19h29.42.261,visual search task,2024.1.5,None,2024-10-10 19h30.27.762448 +0530,
30,0,30,0,42.42090989975259,,42.37060149991885,10,42.42090989975259,42.42090989975259,0.036444100085645914,43.43092479975894,43.88237420003861,[0.39666666666666667],[-0.10833333333333334],[1],[0],[0],[1.4758238000795245],['target'],P2,001,2024-10-10_19h29.42.261,visual search task,2024.1.5,None,2024-10-10 19h30.27.762448 +0530,
31,0,31,0,43.914074500091374,,43.88695230009034,5,43.914074500091374,43.914074500091374,0.018370399717241526,44.9303866000846,45.20023689977825,[0.19],[0.3016666666666667],[1],[0],[0],[1.295257399789989],['target'],P2,001,2024-10-10_19h29.42.261,visual search task,2024.1.5,None,2024-10-10 19h30.27.762448 +0530,
32,0,32,0,45.2668921998702,,45.20797170000151,10,45.2668921998702,45.2668921998702,0.04583759978413582,46.31364060007036,46.68634109990671,[0.37833333333333335],[0.015],[1],[0],[0],[1.4335207999683917],['target'],P2,001,2024-10-10_19h29.42.261,visual search task,2024.1.5,None,2024-10-10 19h30.27.762448 +0530,
33,0,33,0,46.73793140007183,,46.6941180001013,5,46.73793140007183,46.73793140007183,0.032107300125062466,47.74877300020307,48.38377940002829,[-0.37833333333333335],[0.43],[1],[0],[0],[1.6584513001143932],['target'],P2,001,2024-10-10_19h29.42.261,visual search task,2024.1.5,None,2024-10-10 19h30.27.762448 +0530,
34,0,34,0,48.45041920011863,,48.39160820003599,10,48.45041920011863,48.45041920011863,0.045303200371563435,49.46425799978897,50.182053999975324,[0.4683333333333333],[0.28],[1],[0],[0],[1.7462594001553953],['target'],P2,001,2024-10-10_19h29.42.261,visual search task,2024.1.5,None,2024-10-10 19h30.27.762448 +0530,
35,0,35,0,50.22710830019787,,50.189906999934465,5,50.22710830019787,50.22710830019787,0.028869700152426958,51.23103899974376,51.33237779978663,[-0.3983333333333333],[0.24333333333333335],[1],[0],[0],[1.114846599753946],['target'],P2,001,2024-10-10_19h29.42.261,visual search task,2024.1.5,None,2024-10-10 19h30.27.762448 +0530,
36,0,36,0,51.364274399820715,,51.3368628998287,5,51.364274399820715,51.364274399820715,0.018648399971425533,52.382581300102174,52.88348180009052,[0.035],[0.285],[1],[0],[0],[1.5282743000425398],['target'],P2,001,2024-10-10_19h29.42.261,visual search task,2024.1.5,None,2024-10-10 19h30.27.762448 +0530,
37,0,37,0,52.96071879984811,,52.89108920004219,10,52.96071879984811,52.96071879984811,0.05641820002347231,53.996851599775255,54.46515680011362,[0.44166666666666665],[-0.12333333333333334],[1],[0],[0],[1.5186713999137282],['target'],P2,001,2024-10-10_19h29.42.261,visual search task,2024.1.5,None,2024-10-10 19h30.27.762448 +0530,
38,0,38,0,54.51272690016776,,54.47295519988984,5,54.51272690016776,54.51272690016776,0.03151020035147667,55.51478060008958,55.70207350002602,[0.09833333333333333],[-0.24],[1],[0],[0],[1.1986040002666414],['target'],P2,001,2024-10-10_19h29.42.261,visual search task,2024.1.5,None,2024-10-10 19h30.27.762448 +0530,
39,0,39,0,55.767624999862164,,55.709849199745804,10,55.767624999862164,55.767624999862164,0.044739299919456244,56.81328090000898,57.18264230014756,[-0.4],[0.07],[1],[0],[0],[1.429358699824661],['target'],P2,001,2024-10-10_19h29.42.261,visual search task,2024.1.5,None,2024-10-10 19h30.27.762448 +0530,
40,0,40,0,57.23993830010295,,57.18710679979995,10,57.23993830010295,57.23993830010295,0.035839099902659655,58.24780509993434,58.9497410999611,[0.2],[-0.43166666666666664],[1],[0],[0],[1.7272303998470306],['target'],P2,001,2024-10-10_19h29.42.261,visual search task,2024.1.5,None,2024-10-10 19h30.27.762448 +0530,
41,0,41,0,59.005221699830145,,58.95452440017834,10,59.005221699830145,59.005221699830145,0.03740730043500662,60.030741000082344,60.70085089979693,[0.45666666666666667],[0.345],[1],[0],[0],[1.7092669000849128],['target'],P2,001,2024-10-10_19h29.42.261,visual search task,2024.1.5,None,2024-10-10 19h30.27.762448 +0530,
42,0,42,0,60.748796000145376,,60.70861109998077,5,60.748796000145376,60.748796000145376,0.028828199952840805,61.764962799847126,62.23338680015877,[-0.27],[-0.43166666666666664],[1],[0],[0],[1.4970451002009213],['target'],P2,001,2024-10-10_19h29.42.261,visual search task,2024.1.5,None,2024-10-10 19h30.27.762448 +0530,
43,0,43,0,62.300026500131935,,62.241152400150895,10,62.300026500131935,62.300026500131935,0.04639440029859543,63.31538909999654,63.69962430000305,[0.4766666666666667],[0.4683333333333333],[1],[0],[0],[1.4132524002343416],['target'],P2,001,2024-10-10_19h29.42.261,visual search task,2024.1.5,None,2024-10-10 19h30.27.762448 +0530,
44,0,44,0,63.730812299996614,,63.70415409980342,5,63.730812299996614,63.730812299996614,0.017449900042265654,64.73119160020724,65.39956110017374,[0.24166666666666667],[-0.41],[1],[0],[0],[1.6784370001405478],['target'],P2,001,2024-10-10_19h29.42.261,visual search task,2024.1.5,None,2024-10-10 19h30.27.762448 +0530,
45,0,45,0,65.45420450018719,,65.40403180010617,10,65.45420450018719,65.45420450018719,0.03572490019723773,66.48017079988495,66.56554639991373,[-0.09],[-0.085],[1],[0],[0],[1.1262904996983707],['target'],P2,001,2024-10-10_19h29.42.261,visual search task,2024.1.5,None,2024-10-10 19h30.27.762448 +0530,
46,0,46,0,66.59736509993672,,66.57010889984667,5,66.59736509993672,66.59736509993672,0.018521399702876806,67.5985619998537,68.01950650010258,[0.2633333333333333],[-0.28],[1],[0],[0],[1.4311771001666784],['target'],P2,001,2024-10-10_19h29.42.261,visual search task,2024.1.5,None,2024-10-10 19h30.27.762448 +0530,
47,0,47,0,68.0685967002064,,68.02717790007591,5,68.0685967002064,68.0685967002064,0.03023130027577281,69.08075230009854,69.28305000020191,[0.07],[-0.47833333333333333],[1],[0],[0],[1.2268270002678037],['target'],P2,001,2024-10-10_19h29.42.261,visual search task,2024.1.5,None,2024-10-10 19h30.27.762448 +0530,
48,0,48,0,69.31494119996205,,69.2875173999928,5,69.31494119996205,69.31494119996205,0.018386099953204393,70.3148006000556,70.86566240014508,[-0.37333333333333335],[-0.25666666666666665],[1],[0],[0],[1.5602638004347682],['target'],P2,001,2024-10-10_19h29.42.261,visual search task,2024.1.5,None,2024-10-10 19h30.27.762448 +0530,
49,0,49,0,70.92014929978177,,70.87019809987396,10,70.92014929978177,70.92014929978177,0.03491940023377538,71.93186980020255,72.132767399773,[-0.34833333333333333],[0.165],[1],[0],[0],[1.2281757001765072],['target'],P2,001,2024-10-10_19h29.42.261,visual search task,2024.1.5,None,2024-10-10 19h30.27.762448 +0530,
50,0,50,0,72.18866890016943,,72.13723320001736,10,72.18866890016943,72.18866890016943,0.035897300112992525,73.19834240013734,73.41558009991422,[0.005],[0.37166666666666665],[1],[0],[0],[1.2427045004442334],['target'],P2,001,2024-10-10_19h29.42.261,visual search task,2024.1.5,None,2024-10-10 19h30.27.762448 +0530,
51,0,51,0,73.50174910016358,,73.42336810007691,10,73.50174910016358,73.50174910016358,0.056805700063705444,74.53139110002667,75.28415329987183,[0.3283333333333333],[0.3383333333333333],[1],[0],[0],[1.80512690031901],['target'],P2,001,2024-10-10_19h29.42.261,visual search task,2024.1.5,None,2024-10-10 19h30.27.762448 +0530,
52,0,52,0,75.33892949996516,,75.28891520015895,10,75.33892949996516,75.33892949996516,0.035429499577730894,76.36582260020077,76.66774419974536,[0.29333333333333333],[0.2],[1],[0],[0],[1.3439772999845445],['target'],P2,001,2024-10-10_19h29.42.261,visual search task,2024.1.5,None,2024-10-10 19h30.27.762448 +0530,
53,0,53,0,76.6977821001783,,76.67224620003253,5,76.6977821001783,76.6977821001783,0.01687399996444583,77.69824879989028,78.69865779997781,[-0.11666666666666667],[0.25166666666666665],[1],[0],[0],[2.0100651998072863],['target'],P2,001,2024-10-10_19h29.42.261,visual search task,2024.1.5,None,2024-10-10 19h30.27.762448 +0530,
54,0,54,0,78.72968469979241,,78.7031227000989,5,78.72968469979241,78.72968469979241,0.017313200049102306,79.73147829994559,80.36575580015779,[0.34],[0.235],[1],[0],[0],[1.6458201999776065],['target'],P2,001,2024-10-10_19h29.42.261,visual search task,2024.1.5,None,2024-10-10 19h30.27.762448 +0530,
55,0,55,0,80.39810420013964,,80.37028090003878,5,80.39810420013964,80.39810420013964,0.018737899605184793,81.43186890007928,81.63354529999197,[0.4],[0.42833333333333334],[1],[0],[0],[1.2448956998996437],['target'],P2,001,2024-10-10_19h29.42.261,visual search task,2024.1.5,None,2024-10-10 19h30.27.762448 +0530,
56,0,56,0,81.68481269991025,,81.64130839984864,5,81.68481269991025,81.68481269991025,0.03014210006222129,82.69852790003642,82.90129319997504,[0.015],[-0.26166666666666666],[1],[0],[0],[1.2308831000700593],['target'],P2,001,2024-10-10_19h29.42.261,visual search task,2024.1.5,None,2024-10-10 19h30.27.762448 +0530,
57,0,57,0,82.97319860011339,,82.90921809989959,10,82.97319860011339,82.97319860011339,0.049983199685811996,83.98100699996576,83.98226709989831,[0.03333333333333333],[0.15333333333333332],[1],[0],[0],[1.0242743999697268],['target'],P2,001,2024-10-10_19h29.42.261,visual search task,2024.1.5,None,2024-10-10 19h30.27.762448 +0530,
58,0,58,0,84.04050089977682,,83.98698929976672,10,84.04050089977682,84.04050089977682,0.03870909987017512,85.08053340017796,85.98206509975716,[-0.41833333333333333],[0.29],[1],[0],[0],[1.956723699811846],['target'],P2,001,2024-10-10_19h29.42.261,visual search task,2024.1.5,None,2024-10-10 19h30.27.762448 +0530,
59,0,59,0,86.03152860002592,,85.98972539976239,5,86.03152860002592,86.03152860002592,0.028578399680554867,87.03140110010281,87.8013562001288,[0.2833333333333333],[0.01],[1],[0],[0],[1.7842083000577986],['target'],P2,001,2024-10-10_19h29.42.261,visual search task,2024.1.5,None,2024-10-10 19h30.27.762448 +0530,
60,0,60,0,87.85349089978263,,87.80587639985606,10,87.85349089978263,87.85349089978263,0.03411180013790727,88.89705300005153,89.39848539978266,[-0.05333333333333334],[0.49333333333333335],[1],[0],[0],[1.5588400000706315],['target'],P2,001,2024-10-10_19h29.42.261,visual search task,2024.1.5,None,2024-10-10 19h30.27.762448 +0530,
61,0,61,0,89.4425129997544,,89.40627000015229,5,89.4425129997544,89.4425129997544,0.026913299690932035,90.44883299991488,91.00219429982826,[0.3233333333333333],[0.155],[1],[0],[0],[1.5700203999876976],['target'],P2,001,2024-10-10_19h29.42.261,visual search task,2024.1.5,None,2024-10-10 19h30.27.762448 +0530,
62,0,62,0,91.04915559990332,,91.00986750004813,5,91.04915559990332,91.04915559990332,0.028619100339710712,92.06408069981262,92.434174799826,[-0.03],[-0.045],[1],[0],[0],[1.3967923000454903],['target'],P2,001,2024-10-10_19h29.42.261,visual search task,2024.1.5,None,2024-10-10 19h30.27.762448 +0530,
63,0,63,0,92.46387790003791,,92.43860979983583,5,92.46387790003791,92.46387790003791,0.016977500170469284,93.46471020020545,94.08315289998427,[0.0],[0.485],[1],[0],[0],[1.628029499668628],['target'],P2,001,2024-10-10_19h29.42.261,visual search task,2024.1.5,None,2024-10-10 19h30.27.762448 +0530,
64,0,64,0,94.12166860001162,,94.08776450017467,5,94.12166860001162,94.12166860001162,0.020464399829506874,95.13124099979177,96.13416730007157,[0.03],[-0.345],[1],[0],[0],[2.026308100204915],['target'],P2,001,2024-10-10_19h29.42.261,visual search task,2024.1.5,None,2024-10-10 19h30.27.762448 +0530,
65,0,65,0,96.20547540020198,,96.14188619982451,10,96.20547540020198,96.20547540020198,0.04985729977488518,97.21472429996356,97.61684989975765,[-0.45],[0.14833333333333334],[1],[0],[0],[1.4263553000055254],['target'],P2,001,2024-10-10_19h29.42.261,visual search task,2024.1.5,None,2024-10-10 19h30.27.762448 +0530,
