trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,delay,freq,condition,thisRow.t,notes,trial.started,polygon.started,polygon_2.started,key_resp.started,polygon.stopped,polygon_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,0.025325900001917034,,0.019226400007028133,0.025325900001917034,1.0085123000026215,1.0085123000026215,1.0250497000233736,2.0130410999991,,,,,,,,
