trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,delay,freq,condition,thisRow.t,notes,trial.started,polygon.started,polygon_2.started,key_resp.started,polygon.stopped,polygon_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,0.034387399995466694,,0.023091200011549518,0.034387399995466694,1.0012402000138536,1.0012402000138536,1.0342318000039086,2.0117634999915026,,,,,,,,
