delay,freq,condition,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,polygon.started,polygon_2.started,key_resp.started,polygon.stopped,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,beep.started,sound_1.started,sound_1.stopped,beep.stopped,response.started,text.started,textbox.started,button.started,response.stopped,textbox.text,button.numClicks,button.timesOn,button.timesOff,polygon_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart
0.4,1000,exp,0,11,11,7,62.6347815000045,,62.623025399982,62.6347815000045,63.6346977000067,63.6346977000067,63.6346977000067,64.1523570999852,space,0.503755300014745,None,64.1542371999822,64.5679873666707,64.8818743999873,64.8693970000022,64.8694164000044,64.8818743999873,64.8818743999873,64.8818743999873,66.7162943999865,300,1,[1.8458459999819752],[1.8458510999917053],,p2,1,2024-11-14_13h35.22.855,intentional binding,2024.1.5,None,2024-11-14 13h35.33.887253 +0530
0.1,400,unexp,1,0,12,0,66.7319228999841,,66.7197802999872,66.7319228999841,67.7323738999839,67.7323738999839,67.7323738999839,68.483250099991,space,0.745843699987745,None,68.4853363999864,68.5988505666649,68.9236449000018,68.8993126999994,68.8993308999925,68.9236449000018,68.9236449000018,68.9236449000018,72.8770008999854,600,1,[3.976639400003478],[3.9766447999863885],,p2,1,2024-11-14_13h35.22.855,intentional binding,2024.1.5,None,2024-11-14 13h35.33.887253 +0530
0.7,400,unexp,1,1,13,2,72.8922486999945,,72.8804593999812,72.8922486999945,73.8918112999818,73.8918112999818,73.8918112999818,74.2598527999944,space,0.360245200019563,None,74.2616888000048,74.9755465666569,75.3003771000076,75.2792819000024,75.2793001999962,75.3003771000076,75.3003771000076,75.3003771000076,78.4181169999938,900,1,[3.137458500015782],[3.137471900001401],,p2,1,2024-11-14_13h35.22.855,intentional binding,2024.1.5,None,2024-11-14 13h35.33.887253 +0530
0.7,1000,exp,1,2,14,5,78.4339755999972,,78.4216087999812,78.4339755999972,79.43401919998,79.43401919998,79.43401919998,81.3513732999854,space,1.90401490000659,None,81.35318559999,82.0670713666516,82.3919701999985,82.3695102999918,82.3695302999986,82.3919701999985,82.3919701999985,82.3919701999985,85.4933606999984,999,1,[3.1223704000003636],[3.122383500012802],80.4337374999886,p2,1,2024-11-14_13h35.22.855,intentional binding,2024.1.5,None,2024-11-14 13h35.33.887253 +0530
0.4,400,unexp,1,3,15,1,85.5087929999863,,85.4969666999823,85.5087929999863,86.5087713999965,86.5087713999965,86.5087713999965,86.6094338999828,space,0.0932014999852981,None,86.6111648000078,87.0251599666701,87.336407099996,87.3256379999802,87.325657599984,87.336407099996,87.336407099996,87.336407099996,89.8212824999937,400,1,[2.4945590999850538],[2.4945643999963067],,p2,1,2024-11-14_13h35.22.855,intentional binding,2024.1.5,None,2024-11-14 13h35.33.887253 +0530
0.1,1000,exp,1,4,16,3,89.8363106999896,,89.8248067999957,89.8363106999896,90.8365983999975,90.8365983999975,90.8365983999975,91.90382029998,space,1.05677539997851,None,91.9057362999883,92.0196295666722,92.3337675999792,92.3191581999999,92.3191798999906,92.3337675999792,92.3337675999792,92.3337675999792,94.7689506000024,100,1,[2.4487047999864444],[2.4487112000060733],91.836220600002,p2,1,2024-11-14_13h35.22.855,intentional binding,2024.1.5,None,2024-11-14 13h35.33.887253 +0530
0.1,1000,exp,1,5,17,6,94.7836093999795,,94.7724842999887,94.7836093999795,95.7834496999858,95.7834496999858,95.7834496999858,96.1010408999864,space,0.310132700018585,None,96.1027806999919,96.2169832666734,96.5418405999953,96.5191673999943,96.5191859999904,96.5418405999953,96.5418405999953,96.5418405999953,98.643081999995,400,1,[2.122745600005146],[2.1227557999955025],,p2,1,2024-11-14_13h35.22.855,intentional binding,2024.1.5,None,2024-11-14 13h35.33.887253 +0530
0.4,1000,exp,1,6,18,10,98.658740999992,,98.6465599999938,98.658740999992,99.6588427999814,99.6588427999814,99.6588427999814,99.6929750999843,space,0.0184929999813903,None,99.6951326999988,100.10851236666,100.433623399993,100.409183299984,100.409202799987,100.433623399993,100.433623399993,100.433623399993,102.551020399987,300,1,[2.140777499997057],[2.1407825000060257],,p2,1,2024-11-14_13h35.22.855,intentional binding,2024.1.5,None,2024-11-14 13h35.33.887253 +0530
0.7,1000,exp,1,7,19,11,102.566969499982,,102.554671799997,102.566969499982,103.567218399985,103.567218399985,103.567218399985,104.084629299992,space,0.505868799984455,None,104.08637569999,104.800276166647,105.110175499984,105.09909969999,105.099121499981,105.110175499984,105.110175499984,105.110175499984,107.279939300002,200,1,[2.1797234999830835],[2.1797302000049967],,p2,1,2024-11-14_13h35.22.855,intentional binding,2024.1.5,None,2024-11-14 13h35.33.887253 +0530
0.4,1000,exp,1,8,20,4,107.294615299994,,107.283513600007,107.294615299994,108.295130299986,108.295130299986,108.295130299986,109.146629499999,space,0.843194300017785,None,109.148454899987,109.561336966672,109.875319899991,109.859172600001,109.859193499986,109.875319899991,109.875319899991,109.875319899991,112.493209499982,200,1,[2.6326218000031076],[2.6326352000178304],,p2,1,2024-11-14_13h35.22.855,intentional binding,2024.1.5,None,2024-11-14 13h35.33.887253 +0530
0.1,1000,exp,1,9,21,9,112.508598399989,,112.496771000006,112.508598399989,113.50852079998,113.50852079998,113.50852079998,113.975833999983,space,0.46339029999217,None,113.977598900005,114.091903066674,114.400471400004,114.389230300003,114.389251099987,114.400471400004,114.400471400004,114.400471400004,117.769421699981,100,1,[3.3791017000039574],[3.3791082000243478],,p2,1,2024-11-14_13h35.22.855,intentional binding,2024.1.5,None,2024-11-14 13h35.33.887253 +0530
0.7,1000,exp,1,10,22,8,117.783604700002,,117.772925600002,117.783604700002,118.783567699982,118.783567699982,118.783567699982,120.701111799979,space,1.90201839999645,None,120.702836799988,121.416830466657,121.741841099982,121.719161399989,121.719181099994,121.741841099982,121.741841099982,121.741841099982,128.5097045,400,1,[6.7890334999829065],[6.789038599992637],119.783524400002,p2,1,2024-11-14_13h35.22.855,intentional binding,2024.1.5,None,2024-11-14 13h35.33.887253 +0530
0.4,1000,exp,1,11,23,7,128.525065099995,,128.513343800005,128.525065099995,129.525203600002,129.525203600002,129.525203600002,131.209340000001,space,1.66856289998395,None,131.211088899989,131.616817766659,131.942154399992,131.919143100007,131.919162699982,131.942154399992,131.942154399992,131.942154399992,141.592509599985,400,1,[9.672249600000214],[9.67225440000766],130.52508989998,p2,1,2024-11-14_13h35.22.855,intentional binding,2024.1.5,None,2024-11-14 13h35.33.887253 +0530
0.7,1000,exp,2,0,24,8,141.608245299984,,141.59599609999,141.608245299984,142.608524699986,142.608524699986,142.608524699986,143.359484699991,space,0.73695379999117,None,143.361276399984,144.075235366651,144.400132999988,144.379076299985,144.379095499986,144.400132999988,144.400132999988,144.400132999988,147.118687899987,900,1,[2.7384821999876294],[2.738488499977393],,p2,1,2024-11-14_13h35.22.855,intentional binding,2024.1.5,None,2024-11-14 13h35.33.887253 +0530
0.4,1000,exp,2,1,25,4,147.133353499987,,147.122521299985,147.133353499987,148.13342529998,148.13342529998,148.13342529998,149.184405000007,space,1.03523719997611,None,149.186440999998,149.600176366661,149.909260999993,149.899065000005,149.899084100005,149.909260999993,149.909260999993,149.909260999993,152.479231200006,200,1,[2.5789952000195626],[2.5790007000032347],149.133390000003,p2,1,2024-11-14_13h35.22.855,intentional binding,2024.1.5,None,2024-11-14 13h35.33.887253 +0530
0.7,400,unexp,2,2,26,2,152.494410899992,,152.482769599999,152.494410899992,153.494403399993,153.494403399993,153.494403399993,154.528857800004,space,1.02771259998553,None,154.530622399994,155.244275866662,155.558489999996,155.539026299986,155.539045599988,155.558489999996,155.558489999996,155.558489999996,157.143618200003,999,1,[1.6034178000118118],[1.6034230000223033],154.494635799987,p2,1,2024-11-14_13h35.22.855,intentional binding,2024.1.5,None,2024-11-14 13h35.33.887253 +0530
