delay,freq,condition,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,polygon.started,polygon_2.started,key_resp.started,polygon.stopped,polygon_2.stopped,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,beep.started,sound_1.started,sound_1.stopped,beep.stopped,response.started,text.started,textbox.started,button.started,response.stopped,textbox.text,button.numClicks,button.timesOn,button.timesOff,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0.4,1000,exp,0,0,0,10,0.04248959998949431,,0.033267299993894994,0.04248959998949431,1.0106423999823164,1.0106423999823164,1.0439755999832414,2.0104978999879677,2.466899099992588,space,1.4364901999942958,None,2.474711999995634,2.8745589666689435,3.224548900005175,3.1740106999932323,3.1740611999994144,3.224548900005175,3.224548900005175,3.224548900005175,12.077392899984261,,1,[8.900444900005823],[8.900462399993557],611355,001,2024-11-08_11h32.15.000,intentional binding,2024.1.5,None,2024-11-08 11h32.25.303858 +0530,
0.7,1000,exp,0,1,1,11,12.091184899996733,,12.07944060000591,12.091184899996733,13.091321599989897,13.091321599989897,13.091321599989897,14.091210999991745,20.19286429998465,space,7.096192800003337,None,20.19343679997837,20.90790146665337,21.226448899979005,21.204114399995888,21.204156399995554,21.226448899979005,21.226448899979005,21.226448899979005,26.060093099978985,908,1,[4.8537409999989904],[4.8537559999967925],611355,001,2024-11-08_11h32.15.000,intentional binding,2024.1.5,None,2024-11-08 11h32.25.303858 +0530,
0.7,1000,exp,0,2,2,5,26.07465919997776,,26.06116369998199,26.07465919997776,27.074584799993318,27.074584799993318,27.074584799993318,28.074561299989,29.493167799984803,space,2.4168890999862924,None,29.4936624999973,30.208163366656905,30.52648869997938,30.503918699978385,30.503957199980505,30.52648869997938,30.52648869997938,30.52648869997938,36.51057969999965,809,1,[6.004417099989951],[6.004436599992914],611355,001,2024-11-08_11h32.15.000,intentional binding,2024.1.5,None,2024-11-08 11h32.25.303858 +0530,
0.1,1000,exp,0,3,3,9,36.52456329998677,,36.511620799981756,36.52456329998677,37.524565900006564,37.524565900006564,37.524565900006564,38.52481740000076,41.15929359997972,space,3.6177806000050623,None,41.15983389999019,41.27473406665764,41.607915200002026,41.574169400002575,41.574204499978805,41.607915200002026,41.607915200002026,41.607915200002026,44.54242919999524,809,1,[2.96629280000343],[2.9663063999905717],611355,001,2024-11-08_11h32.15.000,intentional binding,2024.1.5,None,2024-11-08 11h32.25.303858 +0530,
0.4,1000,exp,0,4,4,7,44.55786430000444,,44.54327339999145,44.55786430000444,45.557945099979406,45.557945099979406,45.557945099979406,46.558139700005995,48.80935339999269,space,3.241889299999457,None,48.80989599999157,49.224593366645664,49.55789900000673,49.524069599981885,49.52411420000135,49.55789900000673,49.55789900000673,49.55789900000673,51.82571330000064,909 ,1,[2.299514200014528],[2.2995256000140216],611355,001,2024-11-08_11h32.15.000,intentional binding,2024.1.5,None,2024-11-08 11h32.25.303858 +0530,
0.7,1000,exp,0,5,5,8,51.841195399989374,,51.82659729997977,51.841195399989374,52.84110879999935,52.84110879999935,52.84110879999935,53.841398599994136,54.25970130000496,space,1.4058747999952175,None,54.26035699999193,54.97458956664583,55.29417399998056,55.27393850000226,55.27398009999888,55.29417399998056,55.29417399998056,55.29417399998056,58.745515299990075,909,1,[3.4693361000099685],[3.46935269999085],611355,001,2024-11-08_11h32.15.000,intentional binding,2024.1.5,None,2024-11-08 11h32.25.303858 +0530,
,,,,,,,58.760523799981456,,58.74655579999671,58.760523799981456,59.760565899981884,59.760565899981884,59.760565899981884,,,,,,,,,,,,,,,,,,,,,,,,,,
