trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,delay,freq,condition,thisRow.t,notes,trial.started,polygon.started,polygon_2.started,key_resp.started,polygon.stopped,polygon_2.stopped,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,beep.started,sound_1.started,sound_1.stopped,beep.stopped,response.started,text.started,textbox.started,button.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,0.05296299999463372,,0.031178300007013604,0.05296299999463372,1.0022817999997642,1.0022817999997642,1.0522867999970913,2.002352899988182,5.608786199998576,space,4.561460500000976,None,5.609674700011965,6.019491366667595,6.378051400010008,6.3171078999876045,6.317155199998524,6.378051400010008,6.378051400010008,6.378051400010008,,,,,,,,
